material_id,dielectric_task_id,n,volume,REF_energy,energy_per_atom,max_force,stress_mag_gpa,eps_total_scalar,eps_eig_min,eps_eig_max,bec_asr_norm,chi_trace
mp-160,mp-1542694,12,87.00256350816937,-80.16762462,-6.6806353849999995,0.001510576899101797,8.092459865e-05,9.520076496666663,7.675127572166802,10.442552576877626,5.656854249499019e-05,25.14394388
mp-611219,mp-1116742,1,95.2904844975757,-0.21724604,-0.21724604,0.0,0.000421572529,3.3533515833333323,1.4389225799964376,4.484635135510921,0.0,7.06005475
mp-154,mp-1114767,8,202.51660842035216,-66.75091553,-8.34386444125,0.17026601570304833,0.000111199307,1.5314598400000001,1.5314579,1.53146187,0.0009357350052231653,1.58881587
mp-672234,mp-1119630,4,173.52617271807623,-12.50174566,-3.125436415,0.019140287256661014,0.001376148367,1.39572475,1.39572475,1.39572475,0.0002078460969082653,1.1871741900000001
mp-999498,mp-1116632,8,55.05831319330771,-54.85360024,-6.85670003,0.029641209008216922,0.001930271632,5.01377104,5.013769069901176,5.013773690051805,5.551115123125783e-17,11.00710563
mp-561513,mp-1141804,28,941.2107258613527,-115.0462736,-4.108795485714286,0.03655846306825274,0.0003859723528,3.4356230733333337,2.8015504735530428,3.866699229814666,0.11208410547441604,7.14225905
mp-864900,mp-1118450,58,1793.6492475066475,-17.55668248,-0.3027014220689655,0.024997269023979397,0.000808297327,19.004652989999993,19.004614069048095,19.004672616692268,5.656854249491168e-05,53.323784700000004
mp-971661,mp-1118350,46,1030.7601131783747,-245.7982228,-5.3434396260869566,0.011644716143350168,0.0002034638852,12.12662509,12.12662507,12.12662513,9.797958971332874e-05,33.127489409999995
mp-149,mp-1141021,8,163.55317139465927,-43.40037625,-5.42504703125,0.0,3.94993593e-05,13.00338316,13.00338316,13.00338316,0.009145228263963672,36.01014948
mp-32,mp-1142199,8,191.38808007003578,-36.98149067,-4.62268633375,0.0,0.0002444206868,25.85352509,25.85352509,25.85352509,0.3425303677048211,74.56057527
mp-66,mp-1140975,8,45.67513100839309,-72.78067148,-9.097583935,0.0,0.004519676199,5.82971398,5.82971398,5.82971398,0.0005542562584220408,14.48914194
mp-632250,mp-1141444,1,70.71038049999996,-1.12163801,-1.12163801,0.0,8.611307156e-05,1.15524828,1.15524828,1.15524828,0.00011575836902790224,0.46574483999999994
mp-1014013,mp-1116698,4,534.970620393187,-21.47345665,-5.3683641625,0.023445693153268044,0.0002954834216,2.780654886666666,1.14797543,4.488242260000003,0.0,4.98441843
mp-558014,mp-1140724,24,857.0574276506029,-98.72611534,-4.113588139166667,0.01279023,9.712926651e-05,3.085705876666667,2.4897929995447186,3.45317265737943,0.01203810616334644,6.13981205
mp-22848,mp-1140536,4,139.60621004837324,-7.34630958,-1.836577395,0.013567694385071473,0.0008886368716,2.8263332966666668,1.9204805230942772,3.4497878000052884,0.0017057549648176317,4.89506378
mp-23153,mp-1140061,4,201.37126220415286,-6.07329484,-1.51832371,0.0060168796832079,0.0003045925859,11.605427873333332,2.4799566072817907,18.26473644000492,0.006211473255194777,26.72926441
mp-23154,mp-1141657,4,150.13524318199478,-6.50834462,-1.627086155,0.007598689243448504,0.0008607480861,7.330345416666664,2.2315676502222095,10.907905190004259,0.003786872060157301,15.91856616
mp-137,mp-1118331,12,258.08875133373556,-53.74618401,-4.4788486675,0.005008528387670375,0.0001076144776,40.19195051666666,32.11946319999922,44.22819950505939,2.8284271247382244e-05,115.10966256
mp-1016063,mp-1115464,12,201.3084867868566,-102.6506344,-8.554219533333333,0.07180427896090386,0.0003346619362,66.04934591333333,21.361551691613286,123.65729050337382,1.4142135621939487e-05,73.83619854
mp-1016069,mp-1115465,12,159.62269657769716,-102.2073622,-8.517280183333334,0.027965287622631386,0.0009223826767,69.34148332999997,41.553182516688814,110.38315892827165,2.236067977554159e-05,97.77479012
mp-1217322,mp-1539081,6,187.84408465883402,-19.96165868,-3.3269431133333334,0.007338271459669504,8.292736161e-05,28.021958360000003,21.758532260648757,35.033428093897534,2.0000000000047757e-05,59.49342174
mp-1383199,mp-1117092,10,143.48413292499163,-63.55669834,-6.3556698339999995,0.14622860193709097,0.01012819806,38.24234433,3.0796393031274585,104.66154740525417,1.7320508075609945e-05,4.34398408
mp-1395134,mp-1116906,10,145.6136484253918,-53.33435923,-5.333435923,0.12835999450856408,0.001297000882,5.5389709133333325,2.655634700221418,7.144341536175573,3.3166247903641694e-05,4.94834414
mp-1402840,mp-1116755,10,164.86263710610064,-54.22325037,-5.422325037,0.757930042125129,0.007018333325,5.414786786666667,2.7696566594102214,8.487330366215563,1.9999999999936735e-05,3.77778552
mp-1443513,mp-1118163,10,140.92234062199213,-44.66796708,-4.4667967079999995,0.14691797325149022,0.007257769012,101.70619166333334,3.285576866074131,234.5537169446588,2.4494897427579904e-05,5.94039565
mp-32854,mp-1116273,19,206.435239508662,-91.22242836,-4.8011804399999995,0.13144928586638954,0.003518533897,5.661699256666668,2.7542884202343743,10.7710680333752,4.123105625618418e-05,3.7865853000000005
mp-32868,mp-1114913,9,194.75748462317273,-29.42790971,-3.269767745555556,0.04542210238383732,0.00016391720280000002,17.973746293333335,12.78484943650908,22.946054868932663,0.022842193414819432,29.52132494
mp-33024,mp-1141537,12,203.55865702183092,-45.31337416,-3.7761145133333334,0.05991646370262935,0.001901468933,5.494030913333334,2.9453769764568904,8.770074436787498,0.002288733274105871,4.63607252
mp-556319,mp-1117605,12,173.3215012195636,-93.60720417,-7.8006003475000005,0.049513825998105825,0.0004237791397,4.312628696666667,3.7623614342697995,4.676319528210132,3.162277660139067e-05,3.92330606
mp-556588,mp-1118239,12,133.55039921476637,-91.42543011,-7.6187858424999995,0.07574460041891501,0.0008344276546,6.32101793,5.574144688445372,6.8416909381370825,2.0000000001074714e-05,5.6683267100000005
mp-556788,mp-1118078,12,147.93592623631542,-92.1722002,-7.6810166833333335,0.04742487262404824,0.0017139046499999998,4.78285675,3.9035981468923655,5.545961479468292,3.1622776602619455e-05,4.77721871
mp-556880,mp-1117844,12,179.23243185846474,-93.31090806,-7.775909005,0.06527878331911066,0.0002207910136,4.24794759,3.7216691989476365,4.588769257674037,2.828427124486519e-05,3.81594538
mp-556985,mp-1114911,12,206.11970354304145,-94.53937084,-7.878280903333334,0.07384548950428657,0.0009191414297999999,3.467680663333334,3.1086842636055922,3.7382076899628482,0.0010229858259022343,3.18180861
mp-556994,mp-1114903,12,175.54951771125187,-94.05276286,-7.837730238333333,0.05914463477330298,0.0008140493458,3.9443542766666675,3.4867010495833957,4.377842181652499,0.0009673158739515036,3.8106185100000003
mp-635425,mp-1117850,8,79.013099681235,-45.02106422,-5.6276330275,0.23533254486381947,0.08008140264999998,5.571807776666667,5.129177158854803,6.130369338636122,2.999999999989007e-05,3.33334709
mp-685043,mp-1141654,36,999.8172016257824,-161.965779,-4.499049416666667,0.20404376737107383,0.000299185267,3.7060552833333333,3.304700147612467,3.968279611903502,0.49254823479533527,6.81187369
mp-752826,mp-1117949,25,250.8755219805425,-185.2016938,-7.408067751999999,0.10420023937216699,0.001094164287,8.8068489,7.98433608247544,9.687930408067263,4.795831523368011e-05,6.192226719999999
mp-974002,mp-1140690,8,102.65121791399677,-18.33749722,-2.2921871525,0.36468396293213357,0.04239284513,6.299658146666666,3.2311646155038583,10.568847004272643,0.007925143531823154,8.93792707
mp-983357,mp-1116819,10,96.77696447768025,-40.05504236,-4.005504236,0.121914729922543,0.01261259746,2.9251173666666666,2.1924108100272437,3.5192147358493355,2.44948974278283e-05,2.1250649
mp-995393,mp-1116746,10,2115.0784624047947,-39.09198981,-3.9091989810000003,0.15891793224948814,0.0001863595911,1.2738361566666672,1.2112025649848839,1.3110471507187358,2.2360679774927167e-05,0.5877372700000001
mp-77,mp-1141302,32,1159.3507187696416,-132.0674789,-4.127108715625,0.005080969879993386,9.731762901999999e-05,2.953743946666666,2.609901455333912,3.444843881417665,0.023680939592845313,5.49633068
mp-2565,mp-1117554,24,598.3706195874311,-122.6724277,-5.111351154166667,0.010920813163817062,0.0006932221177,3.4535128166666667,2.57264871994899,3.8939462890445897,2.0000000000686136e-05,6.35796492
mp-32959,mp-1114916,6,39.405418837189586,-29.40577867,-4.900963111666667,0.05321347314614599,0.003514568224,3.87439208,2.6067837299998473,4.508196280000079,0.00027349588662345506,4.12427351
mp-15622,mp-1139977,8,207.11861127686115,-48.97076754,-6.1213459425,0.010542003404694954,0.0002723506225,13.036295316666667,5.221748827642778,17.972999912647857,0.2805175229820765,25.64378529
mp-1683,mp-1140178,8,209.30833117289043,-46.43642666,-5.8045533325,0.014486501042187516,0.00024344361600000004,13.393563586666668,5.626999547117247,20.277035130003565,0.9395801256944507,26.39514342
mp-1707,mp-1141325,14,237.7966696852866,-106.4412502,-7.602946442857143,0.01425943091202801,0.0005997705419,7.569265716666667,5.793333878926111,8.831660579196821,0.0458372457724072,5.93403223
mp-27684,mp-1140445,14,302.30925749010026,-57.59342626,-4.113816161428572,0.02049082927952405,0.00036931314709999995,33.62541954,16.98990532416105,50.18627748433978,0.029998071604687784,21.4608785
mp-502,mp-1140934,18,553.1611596571951,-80.85600531,-4.492000295,0.007457119280969026,0.0001673737068,5.451018833333332,3.9812433825015026,7.116991865538793,0.058566585183019715,10.335564089999998
mp-556859,mp-1141437,16,291.28324157842343,-46.64250952,-2.915156845,0.036045094187005536,0.0001795060646,10.06144654,6.695610846446693,13.487183708335932,0.028194728230645096,13.89505386
mp-9854,mp-1140583,12,245.5000732600439,-73.52001692,-6.126668076666667,0.0031833008815693184,0.0002768509128,15.084563676666667,14.043330579928439,16.652981140039618,0.024133810308362154,36.65624891
mp-9920,mp-1141956,8,162.68498896162393,-48.30768958,-6.0384611975,0.011587748050773282,0.0006132972216,14.623312469999997,5.096403960982681,27.526256543763708,0.12459129383708921,27.109680810000004
mp-9921,mp-1140591,8,184.29485418442806,-51.4751304,-6.4343913,0.007083893902042859,0.0002931974627,9.903677046666665,4.631717713199603,16.209003710015313,0.07107499630671858,17.09228282
mp-9922,mp-1142282,8,179.1593330679998,-54.27647579,-6.78455947375,0.012851936786371927,0.00018581436410000003,9.601930139999999,4.555871307486356,14.961157190198055,0.2370919399726613,16.399655629999998
mp-615138,mp-1119570,12,146.87398734344757,-76.58442819,-6.3820356825,0.0873386238589875,0.00438147236,44.46901629333333,10.74453738,111.9179733,0.002151766715978066,4.58726708
mp-2059,mp-1141748,8,142.81962879228448,-64.41590701,-8.05198837625,0.00794072,0.0015012050220000002,57262.63071696666,34.033320899988205,85876.97131000002,13.205810614483271,140570.73153406
mp-1019086,mp-1115509,6,52.11390081200001,-48.17418892,-8.029031486666666,0.011850630430538283,0.002622227378,4.280106006666666,2.48518552,5.1775672700490185,1.1116099371267112e-15,7.7551045
mp-239,mp-1115004,8,206.51021700954243,-37.12112513,-4.64014064125,0.00694271,0.0003061871354,13.62331637,12.14462003,14.36266489014283,0.0017866449003657297,14.789442099999999
mp-559122,mp-1142018,16,231.40674627858223,-120.2087442,-7.5130465125,0.06507078248557029,0.0002653731895,101.25968051333336,31.271024893821718,136.66589639743557,0.09120982896595725,16.43470184
mp-7548,mp-1140614,8,236.71392886407057,-33.08511069,-4.13563883625,0.008577950001142465,8.277877e-05,16.34705017666667,14.819820582648667,17.11240877906444,0.0047031585131697634,21.499415040000002
mp-8234,mp-1119874,8,288.7551077109603,-29.78202977,-3.72275372125,0.006850292704680581,0.0001578131878,30.426858236666664,25.932054878312627,39.416463470000195,0.043286219516146626,38.48634787
mp-1017551,mp-1115469,5,89.62263435370195,-27.94160844,-5.588321688,0.01830796,0.0003408715325,35.19896818666667,21.31202924,62.968211139999994,9.999999999177334e-06,20.03275523
mp-570922,mp-1119550,3,85.8558490729692,-10.60960164,-3.53653388,0.036844,0.001949292855,4.5320691433333335,2.9607724199936296,5.317722080003162,0.0015546703830716588,4.29383315
mp-600001,mp-1141046,15,315.07274013593906,-118.3770432,-7.89180288,0.09331347546395645,0.0024861529359999994,3.004849603333333,2.9150228299999994,3.18415503,0.05203861162636715,2.53490052
mp-16609,mp-1117501,20,285.60831758681786,-163.340541,-8.16702705,0.0027347258601000575,0.0006743513518,153.85736716666668,116.7752091999952,228.01542830003802,3.464101614229862e-05,55.936277579999995
mp-20191,mp-1117443,20,280.4662008136497,-151.5488834,-7.57744417,0.021448002631191558,0.001025484855,157.45345223333334,106.02620849999236,260.2992755000664,5.291502622053232e-05,60.73132143
mp-510032,mp-1117326,20,317.8862941171593,-146.5569692,-7.32784846,0.01333447,0.001049352324,56.035166186666665,33.66365859993742,67.22189718000077,4.0000000011314276e-05,65.99274654
mp-541844,mp-1142084,36,601.4740939711327,-246.4753487,-6.84653746388889,0.03182794403057791,0.0007737800277,81.74922597999999,36.07229943999999,104.7465879,0.1522555877463902,82.68385148
mp-561291,mp-1117821,24,354.6435411571215,-186.6406893,-7.776695387499999,0.04304308883720127,0.0008363939984,4.332173336666666,4.140131349994059,4.71617938001404,6.633249581018703e-05,3.83464712
mp-558200,mp-1117753,24,341.9758466032415,-188.3859704,-7.849415433333333,0.046138151786997275,0.001068832436,4.2445686,3.7259527899763203,4.503892730015837,6.633249580874764e-05,3.9627842199999996
mp-1009818,mp-1115445,3,18.260451175499995,-23.01611647,-7.672038823333334,0.03226039,0.00213381132,7.489811443333331,6.833619929895261,7.81929436009578,1.4142135623777255e-05,15.58481303
mp-181,mp-1142048,12,302.59353747888366,-32.60013815,-2.7166781791666668,0.034221118730203726,0.0005284311411,64.36104828333333,34.500436372443914,79.60375695609552,1.8148799538812477,166.59810641
mp-31493,mp-1140369,12,313.80314928089695,-32.09959848,-2.67496654,0.03168257837646583,0.0007925491007,66.54290756666667,33.29280673600421,83.69352702035431,2.013448986962421,175.72238773
mp-32880,mp-1114856,4,92.78128927069234,-12.47426218,-3.118565545,0.0,0.005636831272,9.190068896666672,9.158480707057201,9.251551371621488,0.006726038953202934,15.84831232
mp-574338,mp-1140529,12,328.9600562774004,-31.79006277,-2.6491718975,0.05247074628103835,0.0009986950497,83.13837910666666,35.47948854061957,107.35310770073848,2.42804111777375,222.19996028
mp-639682,mp-1140317,30,639.714635087237,-236.642939,-7.888097966666667,0.1138253137241822,0.0006753558040999999,2.92969568,2.87266368,2.95906472,0.02226850690999225,2.49022813
mp-684580,mp-1119650,4,146.55093066742654,-9.82978985,-2.4574474625,0.0,0.00112347301,7.415498753333334,7.251301419030983,7.497831810999722,0.00010198039027206129,12.09659249
mp-972825,mp-1116735,18,191.5692680810513,-64.78992145,-3.599440080555555,0.17251288,0.006717897241,2.413913566666666,2.3563235399999978,2.529088470000004,2.0000000001241247e-05,3.63992595
mp-10074,mp-1115150,12,355.64738269814495,-49.48470616,-4.1237255133333335,0.00289652,0.0001363345696,10.346473873333332,9.94746438,11.14449275,0.0023679527022308334,18.41774866
mp-12180,mp-1543425,24,563.8466948207381,-90.71635535,-3.779848139583333,0.0007176891793109325,4.128596008e-06,9.30040024,8.831068146882457,10.239061241202627,4.795831523273097e-05,10.25552468
mp-15514,mp-1543403,24,658.9511022781435,-80.15086144,-3.3396192266666667,0.014327983412759104,6.623346554e-05,11.20044279666667,9.580927030552619,12.010201491820032,4.999999999718563e-05,17.2884058
mp-22909,mp-1142051,6,164.30588568725398,-16.79037025,-2.7983950416666663,0.03273869981744693,0.001351644258,5.197183979999998,4.634394137923451,6.318701296862494,0.006625881073487084,5.59885149
mp-546794,mp-1114739,12,189.41600959090945,-95.07149043,-7.9226242025,0.00727271,0.001933201927,3.8824603933333335,3.82794675,3.99148766,0.0009254188241015307,3.55526324
mp-7582,mp-1119728,12,304.61989479215833,-55.31740213,-4.609783510833333,0.00475799,0.0005329578705,8.578670966666666,8.03177182,9.67246901,0.001825157527448991,13.67490607
mp-7583,mp-1119729,12,277.8850037019162,-62.28337684,-5.1902814033333335,0.00604781,0.0002744521386,7.415675446666666,7.070135808599451,8.10675465,0.009816679683072932,12.173816380000002
mp-1025442,mp-1542413,8,311.4604088855788,-28.07638767,-3.50954845875,0.0010588605002548731,3.878514341e-05,6.309267653333333,3.742910213143908,7.59499722697948,2.0000000000020002e-05,15.082888350000001
mp-1078443,mp-1541421,10,265.8866030222179,-40.80873804,-4.080873804,0.0405410437149958,0.0005589024009,57.92530555999999,9.950585691378674,87.5595329186213,3.46410161505789e-05,48.37832421
mp-1101301,mp-1543055,16,251.20556771679335,-85.25386865,-5.328366790625,0.0008673813963880017,2.868608205e-05,6.6765220900000015,2.7249783664817118,8.660815818852944,5.2915026226210416e-05,7.17857001
mp-1178232,mp-1542490,4,42.634281697714414,-26.82231313,-6.7055782825,0.001087998530973273,7.097216906e-05,15.076565793333335,13.383074029343717,16.88022505057173,2.0000000000764198e-05,11.64410917
mp-1205567,mp-1541465,10,344.8814039642412,-51.07025033,-5.107025033,0.041129791118847174,0.001024059132,9.057482923333334,4.218762848036253,12.282887429999999,1.3769968584008692e-15,17.05587753
mp-1206058,mp-1539100,8,272.7815791478274,-21.15230846,-2.6440385575,0.0010029607428508854,2.345855601e-05,7.985736843333332,3.022653293857474,10.4909895161573,2.0000000000020002e-05,6.95925808
mp-1206891,mp-1540924,8,308.0589052081602,-26.15569026,-3.2694612825,0.0021102631067475923,5.0739743010000006e-05,7.397726496666667,4.113661014010965,9.041130845989034,4.000000000017878e-05,17.987136510000003
mp-1595,mp-1142254,7,102.94799550351456,-62.70490478,-8.95784354,0.010311743224043159,0.001107950339,22.507842553333333,11.365926225686442,28.87507638866543,0.01709841220698454,12.651464529999998
mp-1863,mp-1141781,12,310.0390497747814,-61.58646985,-5.132205820833334,0.01009668229016839,0.0002709023427,9.224764760000001,5.335251526565171,11.582776160723842,0.029667630508688484,22.88841074
mp-18922,mp-1141347,13,144.3622288955326,-96.8794372,-7.4522644,0.006109669429199913,0.001153127637,16.520822383333336,13.736607055814801,18.1390072696902,0.04681062699857819,25.11189074
mp-25469,mp-1141734,8,199.90278133146518,-30.61705845,-3.82713230625,0.03522945759917402,0.000476998291,5.348142060000001,2.935977822169219,6.555678675322182,0.005003668654097592,5.54202121
mp-2659,mp-1140904,4,45.41731342057549,-27.43974254,-6.859935635,0.004392505278471501,0.0004131300453000001,10.002251549999999,7.10636503967178,13.941638516817658,0.0022148363370686802,5.28784415
mp-27397,mp-1140076,8,241.95531710223077,-29.88967589,-3.73620948625,0.01509240833423546,0.0003710223282,5.50124735,3.471513799806012,6.530407987519785,0.05125211800501509,12.47242916
mp-27455,mp-1140483,8,282.0113842246197,-42.2896597,-5.2862074625,0.014039586186440824,0.0002721371317,4.920252009999999,2.9770335932483665,5.9088961673683285,0.006589051525068128,4.8282924000000005
mp-27630,mp-1141082,8,199.75893482350043,-39.29480546,-4.9118506825,0.012959884459353794,0.0012428118309999998,5.327202063333334,3.0600134202098888,6.465097978657201,0.010130439279716057,9.069767650000001
mp-27666,mp-1141195,8,202.80018757176205,-32.67586592,-4.08448324,0.014881765190077419,0.0009357528755,4.811794280000001,3.0058252627977806,5.724222792347678,0.06696864714177822,10.310533620000001
mp-27678,mp-1141250,10,274.9154425280939,-55.44993017,-5.544993017,0.013413921798541992,0.0003712554423,9.872285816666668,6.539369445452185,11.776518132070134,0.2097628553867439,16.601429800000002
mp-27770,mp-1140615,8,199.14473303445834,-30.74542929,-3.84317866125,0.020703944153023113,0.0008859308278,5.442730646666667,3.239510366576584,6.565128787641166,0.05814453800659178,11.74619026
mp-27871,mp-1141795,8,230.8269202427422,-28.0630008,-3.5078751,0.03795439502488348,0.0012759471039999997,6.626924193333333,4.2603001830411875,7.856436633118216,0.01261205375821043,15.373294179999998
mp-2793,mp-1140480,4,111.43458369964708,-13.92931519,-3.4823287975,0.003915097033867743,0.0002478299301,11.29064582,5.708863153248089,16.800977539558605,0.0034184353145844137,29.28135251
mp-28879,mp-1140225,13,295.06793212818354,-65.07054738,-5.005426721538461,0.033247868161775426,0.0001921237497,17.906313119999997,15.827680808834325,21.511538341930226,0.008486129859953472,25.58584073
mp-29055,mp-1141687,6,221.90341916374328,-20.49924494,-3.4165408233333334,0.013260903435475277,0.0001133601362,22.732374766666663,13.216246748733495,28.063313231167715,0.03951258154056696,43.337849920000004
mp-30952,mp-1141565,8,280.5277605458461,-25.98429654,-3.2480370675,0.012649079398462167,0.0005861949724,3.362023563333334,2.896904069755384,4.2816042957815315,0.06724001189767921,4.05608627
mp-31002,mp-1140828,7,287.2047163257778,-21.43933598,-3.062762282857143,0.011656590737128074,0.0001920697481,27.779243676666663,19.835476528297736,37.06964856294691,0.016984528253678997,47.16323035
mp-31040,mp-1141569,10,301.51751250062995,-47.53294419,-4.753294419,0.008500203813750586,0.0004691664079,6.303806023333334,2.955443303725051,12.105702689941559,0.0521173166999222,7.7134786
mp-484,mp-1140490,10,308.060897334786,-37.62643853,-3.762643853,0.010956815032617827,0.0001671798393,85.10869874000001,20.215631084515547,124.65589055193598,0.1771963171174812,95.30173151
mp-542812,mp-1542716,12,400.07444734557373,-41.41050626,-3.4508755216666667,0.06497305277671198,0.007493349074999999,11.683823039999998,7.316553155218441,14.118737730341158,2.4494897429116767e-05,24.497189129999995
mp-545796,mp-1116936,11,167.19435791020615,-75.21977071,-6.838160973636364,0.06250756131615759,0.0008853521213,19.169188716666664,5.21504144868165,39.167922778635166,2.4494897428581473e-05,15.534303320000001
mp-554278,mp-1142041,12,146.706323012208,-107.6919882,-8.97433235,0.06756428890452855,0.0013340159079999999,35.47354605666666,30.68885771645536,38.904744427201386,0.03263729461827821,15.614850709999999
mp-568018,mp-1142054,6,254.5521869434049,-20.22682758,-3.3711379299999997,0.022413293816561188,0.0003157693312,13.577533986666666,9.023746121130097,16.588226854212348,0.01011916498531394,24.93935174
mp-568301,mp-1540365,16,692.7954418506378,-47.55591127,-2.972244454375,0.0010899901572032657,5.657728294e-06,10.111890066666668,3.347884793586036,13.531123416413966,6.928203230554858e-05,8.71071879
mp-569410,mp-1142162,18,512.7677473728213,-54.13365533,-3.007425296111111,0.04164196895674603,0.0007266629065,6.183066766666667,4.415001265652782,9.63700932183367,0.14054713835578497,6.91132022
mp-569766,mp-1140908,8,343.42744419031686,-19.31642377,-2.41455297125,0.059485304554215745,0.000515619264,29.058340816666668,7.70275247718088,52.78297832977596,0.016248113736677904,26.48163439
mp-569867,mp-1141655,16,360.3565830698237,-81.94848255,-5.121780159375,0.03497366844318165,0.0003621703453,17.070072856666673,13.91156243675469,21.088307980566196,0.024214322208147118,31.109078430000004
mp-570219,mp-1142026,8,281.9431521193758,-22.03710425,-2.75463803125,0.04575995997538678,0.0006671841831,7.174816776666664,3.652878150698797,8.951325881712476,0.00353259111701287,7.99186916
mp-684969,mp-1140025,10,213.811700341263,-69.23380058,-6.923380057999999,0.05296524825856101,0.00224917118,24.030068280000005,22.80824843458381,25.477525791428636,0.00843380696957116,21.2484322
mp-695850,mp-1116674,3,81.40254721352292,-7.86630367,-2.6221012233333334,0.04008976816496199,0.005347739368,6.758949896666668,3.480848704790535,8.531211508362626,1.7320508075726626e-05,6.742382340000001
mp-7048,mp-1140716,10,96.4748364448327,-74.73430628,-7.473430628,0.0040444779360258604,0.001900823312,8.979218503333335,8.635103873032408,9.206140803241974,0.0017473122216703078,6.490741969999999
mp-754812,mp-1116928,10,113.9332022122801,-74.33629628,-7.433629628,0.1064560698986521,0.00195380468,7.699091586666666,5.598465946878654,11.108914514047138,2.449489742761684e-05,5.47835855
mp-754815,mp-1140441,8,313.4661144745936,-38.0738182,-4.759227275,0.01613333191160152,0.0014106887910000003,5.665603419999999,3.3925920089845403,6.821155850225383,0.021135962244478237,6.364173560000001
mp-755769,mp-1117088,12,185.04526539826975,-113.474901,-9.45624175,0.10289255347921637,0.001644681102,16.050821920000004,14.618887975581258,17.766999006687563,1.732050807409361e-05,10.18473392
mp-7808,mp-1140512,8,202.98267940853293,-41.63349165,-5.20418645625,0.002021831732711701,1.83367549e-05,16.287307206666668,14.003856422622292,17.45486219147474,0.005768656689386695,27.053691740000005
mp-886,mp-1141210,10,102.86278728747114,-68.25021099,-6.825021099,0.0066848743636137254,0.0003322202703,11.176961273333335,10.194660412866172,13.121902119983824,0.006208727727966019,9.09155382
mp-9254,mp-1140983,7,257.80867657996475,-25.4927877,-3.6418268142857144,0.003999084859939834,6.476901401e-05,18.62115828,5.756221675103939,39.438152910031306,0.01370098901539533,24.017748060000002
mp-9548,mp-1140507,12,305.4839950504545,-56.1974656,-4.683122133333334,0.009368848434087296,0.0002702121379,14.982713683333335,12.498031985952279,16.63900747452921,0.0747295416819876,39.08357588
mp-971673,mp-1541749,12,306.4912730898573,-51.75795945,-4.3131632875,0.010401884070008664,0.0001548254086,53.208988723333334,16.971805031620683,108.19866955346241,4.898979485389957e-05,33.897906660000004
mp-975,mp-1141281,21,304.06528827341236,-82.59552578,-3.933120275238095,0.010298383861407575,0.0002535672314,2.3748328266666663,2.2289557697352924,2.6636526037373813,0.014362921012105952,2.27764998
mp-557930,mp-1117698,48,708.4073770446905,-378.7773842,-7.891195504166666,0.03233289541260108,0.000894166056,4.089214866666667,3.958606479999999,4.15451908,9.380831521729735e-05,3.7721790100000003
