material_id,formula,atom_index,element,component,ref,pred,residual,abs_residual
mp-722913,Hf48N16Zn48,2,Hf,yx,9.00315,-0.66657364,-9.669723639999999,9.669723639999999
mp-722913,Hf48N16Zn48,33,Hf,yz,9.00315,-0.66657239,-9.66972239,9.66972239
mp-722913,Hf48N16Zn48,8,Hf,yx,9.00315,-0.66657221,-9.66972221,9.66972221
mp-722913,Hf48N16Zn48,47,Hf,yx,-9.00315,0.6665718,9.6697218,9.6697218
mp-722913,Hf48N16Zn48,42,Hf,yz,-9.00315,0.66657138,9.66972138,9.66972138
mp-722913,Hf48N16Zn48,30,Hf,yz,-9.00315,0.66657037,9.66972037,9.66972037
mp-722913,Hf48N16Zn48,11,Hf,yx,-9.00315,0.66656989,9.66971989,9.66971989
mp-722913,Hf48N16Zn48,40,Hf,xz,9.003,-0.66657937,-9.669579370000001,9.669579370000001
mp-722913,Hf48N16Zn48,26,Hf,xy,9.003,-0.66657835,-9.66957835,9.66957835
mp-722913,Hf48N16Zn48,29,Hf,xy,-9.003,0.66657805,9.66957805,9.66957805
mp-722913,Hf48N16Zn48,14,Hf,xy,9.003,-0.66657794,-9.66957794,9.66957794
mp-722913,Hf48N16Zn48,46,Hf,xz,9.003,-0.66657698,-9.66957698,9.66957698
mp-722913,Hf48N16Zn48,37,Hf,xz,-9.003,0.66657674,9.66957674,9.66957674
mp-722913,Hf48N16Zn48,17,Hf,xy,-9.003,0.66657674,9.66957674,9.66957674
mp-722913,Hf48N16Zn48,16,Hf,xz,9.003,-0.66657674,-9.66957674,9.66957674
mp-722913,Hf48N16Zn48,38,Hf,xy,9.003,-0.66657639,-9.66957639,9.66957639
mp-722913,Hf48N16Zn48,7,Hf,xz,-9.003,0.66657603,9.66957603,9.66957603
mp-722913,Hf48N16Zn48,13,Hf,xz,-9.003,0.66657597,9.66957597,9.66957597
mp-722913,Hf48N16Zn48,28,Hf,xz,9.003,-0.66657591,-9.66957591,9.66957591
mp-722913,Hf48N16Zn48,41,Hf,xy,-9.003,0.66657567,9.66957567,9.66957567
mp-722913,Hf48N16Zn48,31,Hf,xz,-9.003,0.66657561,9.66957561,9.66957561
mp-722913,Hf48N16Zn48,32,Hf,xy,9.003,-0.66657525,-9.66957525,9.66957525
mp-722913,Hf48N16Zn48,25,Hf,xz,-9.003,0.66657495,9.66957495,9.66957495
mp-722913,Hf48N16Zn48,35,Hf,xy,-9.003,0.6665746,9.6695746,9.6695746
mp-722913,Hf48N16Zn48,10,Hf,xz,9.003,-0.6665746,-9.6695746,9.6695746
mp-722913,Hf48N16Zn48,20,Hf,xy,9.003,-0.66657424,-9.66957424,9.66957424
mp-722913,Hf48N16Zn48,22,Hf,xz,9.003,-0.66657418,-9.66957418,9.66957418
mp-722913,Hf48N16Zn48,5,Hf,xy,-9.003,0.66657394,9.66957394,9.66957394
mp-722913,Hf48N16Zn48,23,Hf,xy,-9.003,0.66657388,9.66957388,9.66957388
mp-722913,Hf48N16Zn48,1,Hf,xz,-9.003,0.66657317,9.66957317,9.66957317
mp-722913,Hf48N16Zn48,8,Hf,xy,9.003,-0.66657311,-9.66957311,9.66957311
mp-722913,Hf48N16Zn48,2,Hf,xy,9.003,-0.66657275,-9.66957275,9.66957275
mp-722913,Hf48N16Zn48,43,Hf,xz,-9.003,0.66657239,9.66957239,9.66957239
mp-722913,Hf48N16Zn48,34,Hf,xz,9.003,-0.66657227,-9.66957227,9.66957227
mp-722913,Hf48N16Zn48,11,Hf,xy,-9.003,0.66657221,9.66957221,9.66957221
mp-722913,Hf48N16Zn48,44,Hf,xy,9.003,-0.66657192,-9.66957192,9.66957192
mp-722913,Hf48N16Zn48,4,Hf,xz,9.003,-0.66657156,-9.66957156,9.66957156
mp-722913,Hf48N16Zn48,19,Hf,xz,-9.003,0.66657126,9.66957126,9.66957126
mp-722913,Hf48N16Zn48,47,Hf,xy,-9.003,0.66657007,9.66957007,9.66957007
mp-722913,Hf48N16Zn48,16,Hf,zx,9.00298,-0.66657943,-9.669559430000001,9.669559430000001
mp-722913,Hf48N16Zn48,27,Hf,zy,9.00298,-0.66657913,-9.669559130000001,9.669559130000001
mp-722913,Hf48N16Zn48,13,Hf,zx,-9.00298,0.66657758,9.669557580000001,9.669557580000001
mp-722913,Hf48N16Zn48,36,Hf,zy,-9.00298,0.66657698,9.669556980000001,9.669556980000001
mp-722913,Hf48N16Zn48,46,Hf,zx,9.00298,-0.66657686,-9.66955686,9.66955686
mp-722913,Hf48N16Zn48,39,Hf,zy,9.00298,-0.66657639,-9.66955639,9.66955639
mp-722913,Hf48N16Zn48,40,Hf,zx,9.00298,-0.66657609,-9.66955609,9.66955609
mp-722913,Hf48N16Zn48,37,Hf,zx,-9.00298,0.66657603,9.66955603,9.66955603
mp-722913,Hf48N16Zn48,24,Hf,zy,-9.00298,0.66657597,9.669555970000001,9.669555970000001
mp-722913,Hf48N16Zn48,9,Hf,zy,9.00298,-0.66657597,-9.669555970000001,9.669555970000001
mp-722913,Hf48N16Zn48,15,Hf,zy,9.00298,-0.66657555,-9.66955555,9.66955555
mp-722913,Hf48N16Zn48,22,Hf,zx,9.00298,-0.66657543,-9.66955543,9.66955543
mp-722913,Hf48N16Zn48,31,Hf,zx,-9.00298,0.66657543,9.66955543,9.66955543
mp-722913,Hf48N16Zn48,28,Hf,zx,9.00298,-0.66657537,-9.669555370000001,9.669555370000001
mp-722913,Hf48N16Zn48,25,Hf,zx,-9.00298,0.66657495,9.66955495,9.66955495
mp-722913,Hf48N16Zn48,7,Hf,zx,-9.00298,0.6665746,9.669554600000001,9.669554600000001
mp-722913,Hf48N16Zn48,1,Hf,zx,-9.00298,0.66657454,9.66955454,9.66955454
mp-722913,Hf48N16Zn48,18,Hf,zy,-9.00298,0.66657448,9.66955448,9.66955448
mp-722913,Hf48N16Zn48,12,Hf,zy,-9.00298,0.66657418,9.66955418,9.66955418
mp-722913,Hf48N16Zn48,34,Hf,zx,9.00298,-0.66657412,-9.66955412,9.66955412
mp-722913,Hf48N16Zn48,0,Hf,zy,-9.00298,0.66657394,9.66955394,9.66955394
mp-722913,Hf48N16Zn48,3,Hf,zy,9.00298,-0.6665737,-9.669553700000002,9.669553700000002
mp-722913,Hf48N16Zn48,21,Hf,zy,9.00298,-0.66657364,-9.66955364,9.66955364
mp-722913,Hf48N16Zn48,6,Hf,zy,-9.00298,0.66657335,9.669553350000001,9.669553350000001
mp-722913,Hf48N16Zn48,19,Hf,zx,-9.00298,0.66657329,9.669553290000001,9.669553290000001
mp-722913,Hf48N16Zn48,33,Hf,zy,9.00298,-0.66657317,-9.66955317,9.66955317
mp-722913,Hf48N16Zn48,45,Hf,zy,9.00298,-0.66657281,-9.66955281,9.66955281
mp-722913,Hf48N16Zn48,10,Hf,zx,9.00298,-0.66657221,-9.66955221,9.66955221
mp-722913,Hf48N16Zn48,4,Hf,zx,9.00298,-0.66657221,-9.66955221,9.66955221
mp-722913,Hf48N16Zn48,30,Hf,zy,-9.00298,0.66657221,9.66955221,9.66955221
mp-722913,Hf48N16Zn48,43,Hf,zx,-9.00298,0.66657138,9.669551380000001,9.669551380000001
mp-722913,Hf48N16Zn48,42,Hf,zy,-9.00298,0.66657072,9.66955072,9.66955072
mp-1029965,K30N38Os14,41,Os,zx,-9.11227,0.39647776,9.50874776,9.50874776
mp-1029965,K30N38Os14,40,Os,zx,-9.09562,0.39646298,9.492082980000001,9.492082980000001
mp-1030245,Ca54N72Re18,85,N,xz,8.1214,-1.33867955,-9.46007955,9.46007955
mp-1030245,Ca54N72Re18,88,N,xz,8.1214,-1.33867741,-9.46007741,9.46007741
mp-1030245,Ca54N72Re18,84,N,yz,-8.57507,0.76285958,9.33792958,9.33792958
mp-1030245,Ca54N72Re18,87,N,yz,8.56934,-0.76285833,-9.33219833,9.33219833
mp-1030245,Ca54N72Re18,13,Ca,xz,9.86953,0.54588521,-9.32364479,9.32364479
mp-1030245,Ca54N72Re18,16,Ca,xz,9.86953,0.54589742,-9.32363258,9.32363258
mp-1030245,Ca54N72Re18,84,N,yx,8.45033,-0.22993657,-8.680266569999999,8.680266569999999
mp-1030245,Ca54N72Re18,87,N,yx,-8.44855,0.22993624,8.67848624,8.67848624
mp-22736,Cu2In2S4,2,Cu,zy,-8.64512,0.01040112,8.65552112,8.65552112
mp-22736,Cu2In2S4,3,Cu,zy,-8.45956,0.16049185,8.62005185,8.62005185
mp-1030245,Ca54N72Re18,63,Re,xy,8.08114,-0.4577547,-8.5388947,8.5388947
mp-1030245,Ca54N72Re18,60,Re,xy,-8.08114,0.45774385,8.53888385,8.53888385
mp-1030245,Ca54N72Re18,65,Re,xz,-8.05762,0.26483738,8.32245738,8.32245738
mp-1030245,Ca54N72Re18,62,Re,xz,-8.05762,0.26482978,8.32244978,8.32244978
mp-1030245,Ca54N72Re18,54,Re,yx,-9.01383,-0.72491372,8.28891628,8.28891628
mp-1030245,Ca54N72Re18,57,Re,yx,9.0096,0.72492087,-8.28467913,8.28467913
mp-22736,Cu2In2S4,3,Cu,yz,-8.21968,0.01039493,8.23007493,8.23007493
mp-22736,Cu2In2S4,2,Cu,yz,-8.00946,0.16049433,8.169954330000001,8.169954330000001
mp-1030245,Ca54N72Re18,17,Ca,yz,-8.74189,-0.73490775,8.00698225,8.00698225
mp-1030245,Ca54N72Re18,14,Ca,yz,8.66115,0.73491293,-7.926237069999999,7.926237069999999
mp-1030245,Ca54N72Re18,60,Re,yx,-7.66884,0.16342679,7.83226679,7.83226679
mp-1030245,Ca54N72Re18,63,Re,yx,7.66827,-0.16340914,-7.831679139999999,7.831679139999999
mp-1118943,Cs24N40Re16,77,N,zx,-6.19605,1.63040733,7.826457329999999,7.826457329999999
mp-1118943,Cs24N40Re16,78,N,zy,-6.19605,1.63040483,7.826454829999999,7.826454829999999
mp-1118943,Cs24N40Re16,76,N,zx,6.19605,-1.63040209,-7.82645209,7.82645209
mp-1118943,Cs24N40Re16,56,N,zx,6.19605,-1.63040125,-7.82645125,7.82645125
mp-1118943,Cs24N40Re16,59,N,zy,6.19605,-1.63040102,-7.8264510199999995,7.8264510199999995
mp-1118943,Cs24N40Re16,57,N,zx,-6.19605,1.63039756,7.82644756,7.82644756
mp-1118943,Cs24N40Re16,58,N,zy,-6.19605,1.63039052,7.826440519999999,7.826440519999999
mp-1118943,Cs24N40Re16,79,N,zy,6.19605,-1.63038921,-7.826439209999999,7.826439209999999
mp-1030245,Ca54N72Re18,60,Re,yz,-7.35377,0.21040946,7.56417946,7.56417946
mp-1030245,Ca54N72Re18,63,Re,yz,7.35019,-0.21039835,-7.56058835,7.56058835
mp-1030245,Ca54N72Re18,12,Ca,yz,-7.7234,-0.21060057,7.512799429999999,7.512799429999999
mp-1029965,K30N38Os14,52,N,xy,-6.33887,1.1565516,7.4954216,7.4954216
mp-1029965,K30N38Os14,53,N,xy,-6.30145,1.15655482,7.45800482,7.45800482
mp-1030245,Ca54N72Re18,94,N,xy,-7.43937,-0.01963399,7.41973601,7.41973601
mp-1030245,Ca54N72Re18,91,N,xy,7.43937,0.01964139,-7.41972861,7.41972861
mp-1030245,Ca54N72Re18,15,Ca,yz,7.54962,0.21059611,-7.33902389,7.33902389
mp-1029965,K30N38Os14,38,Os,zy,-7.40589,-0.09115893,7.314731070000001,7.314731070000001
mp-1030245,Ca54N72Re18,58,Re,yz,-7.21289,0.08932441,7.3022144099999995,7.3022144099999995
mp-1030245,Ca54N72Re18,55,Re,yz,7.17996,-0.0893236,-7.2692836000000005,7.2692836000000005
mp-1030245,Ca54N72Re18,95,N,yx,8.23161,1.0015837,-7.2300263,7.2300263
mp-1030245,Ca54N72Re18,92,N,yx,-8.22656,-1.00158584,7.2249741599999995,7.2249741599999995
mp-1029965,K30N38Os14,39,Os,zy,-7.29036,-0.09114635,7.19921365,7.19921365
mp-1030245,Ca54N72Re18,54,Re,yz,7.20219,0.04213914,-7.16005086,7.16005086
mp-1030245,Ca54N72Re18,57,Re,yz,-7.1665,-0.04216111,7.12433889,7.12433889
mp-22736,Cu2In2S4,3,Cu,zx,-7.11183,-0.02179173,7.09003827,7.09003827
mp-1030245,Ca54N72Re18,89,N,yz,-5.5089,1.55577683,7.06467683,7.06467683
mp-1030245,Ca54N72Re18,86,N,yz,5.50443,-1.55578351,-7.0602135100000005,7.0602135100000005
mp-22736,Cu2In2S4,2,Cu,zx,-6.88507,0.16162223,7.04669223,7.04669223
mp-1030245,Ca54N72Re18,136,N,xy,-7.86345,-0.86694658,6.99650342,6.99650342
mp-1030245,Ca54N72Re18,133,N,xy,7.86345,0.86695051,-6.996499490000001,6.996499490000001
mp-1029965,K30N38Os14,40,Os,xy,6.34113,-0.64713681,-6.98826681,6.98826681
mp-1029965,K30N38Os14,41,Os,xy,6.33681,-0.64712101,-6.98393101,6.98393101
mp-1029965,K30N38Os14,53,N,zy,6.89172,-0.08137617,-6.973096170000001,6.973096170000001
mp-1029965,K30N38Os14,52,N,zy,6.87747,-0.08137056,-6.95884056,6.95884056
mp-1030245,Ca54N72Re18,88,N,xy,6.71368,-0.1433329,-6.8570129,6.8570129
mp-1030245,Ca54N72Re18,85,N,xy,-6.71368,0.14333229,6.85701229,6.85701229
mp-1030245,Ca54N72Re18,56,Re,xy,7.64338,0.80294859,-6.84043141,6.84043141
mp-1030245,Ca54N72Re18,59,Re,xy,-7.64338,-0.80296534,6.8404146599999995,6.8404146599999995
mp-1029965,K30N38Os14,39,Os,xy,7.1251,0.30708116,-6.81801884,6.81801884
mp-1029965,K30N38Os14,34,Os,xy,-6.40699,0.37847033,6.78546033,6.78546033
mp-1030245,Ca54N72Re18,61,Re,yz,6.53714,-0.24824312,-6.78538312,6.78538312
mp-1030245,Ca54N72Re18,64,Re,yz,-6.5361,0.24825057,6.78435057,6.78435057
mp-1029965,K30N38Os14,35,Os,xy,-6.37669,0.37846273,6.75515273,6.75515273
mp-1030245,Ca54N72Re18,89,N,xz,-6.74857,-0.01734518,6.7312248199999996,6.7312248199999996
mp-1030245,Ca54N72Re18,86,N,xz,-6.74857,-0.01734577,6.73122423,6.73122423
mp-1030245,Ca54N72Re18,119,N,xz,5.6355,-1.07009757,-6.70559757,6.70559757
mp-1030245,Ca54N72Re18,116,N,xz,5.6355,-1.07008862,-6.70558862,6.70558862
mp-22736,Cu2In2S4,2,Cu,xz,-6.72557,-0.02180231,6.70376769,6.70376769
mp-1029965,K30N38Os14,38,Os,xy,7.00371,0.30705976,-6.69665024,6.69665024
mp-22736,Cu2In2S4,3,Cu,xz,-6.47358,0.16162024,6.6352002400000005,6.6352002400000005
mp-1029965,K30N38Os14,32,Os,zx,6.70595,0.09371766,-6.612232339999999,6.612232339999999
mp-1029965,K30N38Os14,33,Os,zx,6.6745,0.0937197,-6.5807803,6.5807803
mp-1029863,K30N38Re14,64,N,zy,4.0576,-2.40550375,-6.46310375,6.46310375
mp-1029863,K30N38Re14,65,N,zy,4.02788,-2.40551019,-6.43339019,6.43339019
mp-1030245,Ca54N72Re18,118,N,yz,5.31744,-0.9182781,-6.235718100000001,6.235718100000001
mp-1030245,Ca54N72Re18,115,N,yz,-5.31545,0.91828263,6.23373263,6.23373263
mp-1030245,Ca54N72Re18,137,N,yx,6.26971,0.09817832,-6.17153168,6.17153168
mp-1030245,Ca54N72Re18,134,N,yx,-6.26722,-0.09818178,6.16903822,6.16903822
mp-1030245,Ca54N72Re18,68,Re,zx,-6.20071,-0.09403142,6.10667858,6.10667858
mp-1030245,Ca54N72Re18,71,Re,zx,-6.20071,-0.09403279,6.10667721,6.10667721
mp-1029965,K30N38Os14,59,N,zx,4.97284,-1.13080561,-6.103645609999999,6.103645609999999
mp-1029965,K30N38Os14,58,N,zx,4.9703,-1.13080943,-6.10110943,6.10110943
mp-1029965,K30N38Os14,43,Os,zy,6.16835,0.09093167,-6.07741833,6.07741833
mp-1029863,K30N38Re14,53,N,zy,5.85783,-0.20292422,-6.06075422,6.06075422
mp-1030245,Ca54N72Re18,124,N,yx,-4.83695,1.22189808,6.05884808,6.05884808
mp-1030245,Ca54N72Re18,121,N,yx,4.83556,-1.2218982,-6.0574582,6.0574582
mp-1029965,K30N38Os14,42,Os,zy,6.13434,0.09097303,-6.04336697,6.04336697
mp-1029863,K30N38Re14,34,Re,zx,5.29596,-0.73839575,-6.03435575,6.03435575
mp-1029863,K30N38Re14,35,Re,zx,5.29039,-0.73839247,-6.02878247,6.02878247
mp-1029863,K30N38Re14,52,N,zy,5.81161,-0.20294988,-6.01455988,6.01455988
mp-1030245,Ca54N72Re18,124,N,yz,4.94942,-1.05527246,-6.00469246,6.00469246
mp-1030245,Ca54N72Re18,121,N,yz,-4.93791,1.05526996,5.993179959999999,5.993179959999999
mp-1030245,Ca54N72Re18,66,Re,zy,-6.04836,-0.0963649,5.9519950999999995,5.9519950999999995
mp-1030245,Ca54N72Re18,69,Re,zy,6.04836,0.09636587,-5.95199413,5.95199413
mp-1029965,K30N38Os14,39,Os,zx,5.54341,-0.35571685,-5.89912685,5.89912685
mp-1029965,K30N38Os14,38,Os,xz,5.70638,-0.15940006,-5.8657800600000005,5.8657800600000005
mp-1029965,K30N38Os14,38,Os,zx,5.42989,-0.35572246,-5.78561246,5.78561246
mp-1029965,K30N38Os14,39,Os,xz,5.6123,-0.15939178,-5.77169178,5.77169178
mp-1029965,K30N38Os14,48,N,zx,6.42559,0.66599464,-5.75959536,5.75959536
mp-1029965,K30N38Os14,49,N,zx,6.42193,0.66599321,-5.75593679,5.75593679
mp-1030245,Ca54N72Re18,122,N,xy,-4.94948,0.64581192,5.59529192,5.59529192
mp-1030245,Ca54N72Re18,125,N,xy,4.94948,-0.64580983,-5.5952898300000005,5.5952898300000005
mp-1029863,K30N38Re14,31,Re,zy,-5.87678,-0.29025137,5.58652863,5.58652863
mp-1029863,K30N38Re14,30,Re,zy,-5.86601,-0.29025662,5.57575338,5.57575338
mp-1030245,Ca54N72Re18,123,N,xz,-5.16435,0.34273165,5.50708165,5.50708165
mp-1030245,Ca54N72Re18,120,N,xz,-5.16435,0.34272364,5.50707364,5.50707364
mp-1029965,K30N38Os14,64,N,xz,-6.25262,-0.82365173,5.42896827,5.42896827
mp-1029965,K30N38Os14,65,N,xz,-6.24558,-0.82364714,5.42193286,5.42193286
mp-1029965,K30N38Os14,74,N,zy,4.99694,-0.41743001,-5.414370010000001,5.414370010000001
mp-1030245,Ca54N72Re18,61,Re,yx,5.37954,0.00482905,-5.374710950000001,5.374710950000001
mp-1030245,Ca54N72Re18,64,Re,yx,-5.37622,-0.00481378,5.37140622,5.37140622
mp-1030245,Ca54N72Re18,114,N,yz,4.41999,-0.93520421,-5.3551942100000005,5.3551942100000005
mp-1030245,Ca54N72Re18,117,N,yz,-4.41057,0.93520212,5.3457721199999995,5.3457721199999995
mp-1029627,Mg16N24Re8,35,N,yz,1.60177,-3.71265984,-5.31442984,5.31442984
mp-1029627,Mg16N24Re8,46,N,yz,1.60177,-3.71265888,-5.31442888,5.31442888
mp-1029627,Mg16N24Re8,34,N,yz,1.60177,-3.71265268,-5.31442268,5.31442268
mp-1029627,Mg16N24Re8,47,N,yz,1.60177,-3.71264458,-5.31441458,5.31441458
mp-1030245,Ca54N72Re18,135,N,yx,5.65883,0.35157418,-5.30725582,5.30725582
mp-1030245,Ca54N72Re18,132,N,yx,-5.65419,-0.35157171,5.30261829,5.30261829
mp-1029965,K30N38Os14,75,N,zy,4.79844,-0.41742355,-5.21586355,5.21586355
mp-1029863,K30N38Re14,35,Re,xz,4.1672,-0.97070038,-5.1379003800000005,5.1379003800000005
mp-1029965,K30N38Os14,75,N,xy,-5.0679,0.06552722,5.13342722,5.13342722
mp-1029965,K30N38Os14,74,N,xy,-5.03559,0.06553541,5.10112541,5.10112541
mp-1029965,K30N38Os14,36,Os,xz,-3.6596,1.42543817,5.085038170000001,5.085038170000001
mp-1029863,K30N38Re14,34,Re,xz,4.0867,-0.970698,-5.057398,5.057398
mp-1029863,K30N38Re14,75,N,zx,2.90194,-2.11688662,-5.0188266200000005,5.0188266200000005
mp-1029965,K30N38Os14,37,Os,xz,-3.57862,1.4254384,5.0040584,5.0040584
mp-1029863,K30N38Re14,74,N,zx,2.876,-2.116889,-4.992889,4.992889
mp-1030245,Ca54N72Re18,44,Ca,xy,-4.97845,-0.00348122,4.974968779999999,4.974968779999999
mp-1030245,Ca54N72Re18,47,Ca,xy,4.97845,0.00348434,-4.97496566,4.97496566
mp-1029965,K30N38Os14,34,Os,zx,-4.87024,0.09471609,4.96495609,4.96495609
mp-1029965,K30N38Os14,42,Os,xy,-4.43614,0.52288526,4.95902526,4.95902526
mp-1029965,K30N38Os14,35,Os,zx,-4.84335,0.09472802,4.93807802,4.93807802
mp-768305,HfO4Sr2,3,O,xy,-4.93401,3.2e-07,4.93401032,4.93401032
mp-1030245,Ca54N72Re18,125,N,xz,3.44551,-1.48504913,-4.93055913,4.93055913
mp-1030245,Ca54N72Re18,122,N,xz,3.44551,-1.48504651,-4.930556510000001,4.930556510000001
mp-1030245,Ca54N72Re18,61,Re,xz,4.76051,-0.09966668,-4.86017668,4.86017668
mp-1030245,Ca54N72Re18,64,Re,xz,4.76051,-0.09965774,-4.86016774,4.86016774
mp-1029965,K30N38Os14,43,Os,xy,-4.33673,0.52292001,4.85965001,4.85965001
mp-754826,Cs2O4Sc2,1,Cs,yx,-4.8332,-4.02e-06,4.833195979999999,4.833195979999999
mp-754826,Cs2O4Sc2,0,Cs,yx,-4.83318,3.63e-06,4.83318363,4.83318363
mp-754826,Cs2O4Sc2,0,Cs,xy,4.83265,-1.02e-06,-4.83265102,4.83265102
mp-754826,Cs2O4Sc2,1,Cs,xy,4.83265,3.4e-07,-4.83264966,4.83264966
mp-1030245,Ca54N72Re18,11,Ca,yx,-4.42828,0.37515688,4.80343688,4.80343688
mp-1030245,Ca54N72Re18,89,N,xy,4.62904,-0.1644845,-4.7935245,4.7935245
mp-1030245,Ca54N72Re18,86,N,xy,-4.62904,0.16448076,4.79352076,4.79352076
mp-1030245,Ca54N72Re18,136,N,xz,-4.10525,0.66046202,4.76571202,4.76571202
mp-1030245,Ca54N72Re18,133,N,xz,-4.10525,0.66045988,4.76570988,4.76570988
mp-1118943,Cs24N40Re16,29,Re,xz,4.53675,-0.14552331,-4.682273309999999,4.682273309999999
mp-1118943,Cs24N40Re16,37,Re,xz,4.53675,-0.14552185,-4.682271849999999,4.682271849999999
mp-1118943,Cs24N40Re16,30,Re,yz,4.53657,-0.14553049,-4.68210049,4.68210049
mp-1118943,Cs24N40Re16,38,Re,yz,4.53657,-0.14552891,-4.682098910000001,4.682098910000001
mp-1118943,Cs24N40Re16,39,Re,yz,-4.53483,0.14553875,4.68036875,4.68036875
mp-1118943,Cs24N40Re16,31,Re,yz,-4.53483,0.14552879,4.6803587900000005,4.6803587900000005
mp-1118943,Cs24N40Re16,28,Re,xz,-4.53388,0.14550963,4.67938963,4.67938963
mp-1118943,Cs24N40Re16,36,Re,xz,-4.53388,0.14550646,4.67938646,4.67938646
mp-1029619,Ba12N48Re24,18,Re,xy,-5.56345,-0.90729117,4.65615883,4.65615883
mp-1029619,Ba12N48Re24,29,Re,xy,5.56345,0.90729737,-4.656152629999999,4.656152629999999
mp-1029619,Ba12N48Re24,16,Re,xy,5.56345,0.90730268,-4.65614732,4.65614732
mp-1029619,Ba12N48Re24,31,Re,xy,-5.56345,-0.90732145,4.65612855,4.65612855
mp-1029619,Ba12N48Re24,22,Re,yz,-5.56342,-0.90729189,4.65612811,4.65612811
mp-1029619,Ba12N48Re24,35,Re,yz,-5.56342,-0.90730226,4.65611774,4.65611774
mp-1029619,Ba12N48Re24,20,Re,yz,5.56342,0.90730703,-4.65611297,4.65611297
mp-1029619,Ba12N48Re24,33,Re,yz,5.56342,0.9073081,-4.6561119,4.6561119
