frequency_cm-1,IR,epsilon_avg_real,epsilon_avg_imag,Raman
3.835948735291395462e+00,0.000000000000000000e+00,4.774968131718085651e+00,0.000000000000000000e+00,1.647467583946997438e+00
4.002729115086673950e+00,0.000000000000000000e+00,4.775950364163024098e+00,0.000000000000000000e+00,2.519968649414519923e+00
4.169509494881951994e+00,-0.000000000000000000e+00,4.776407124129082860e+00,0.000000000000000000e+00,1.832756910939642658e+00
4.336289874677229150e+00,0.000000000000000000e+00,4.776115991192833476e+00,0.000000000000000000e+00,7.408571047521410602e-01
4.503070254472508083e+00,-0.000000000000000000e+00,4.776453084589976861e+00,0.000000000000000000e+00,2.323160840445504527e-01
4.669850634267786127e+00,0.000000000000000000e+00,4.776081273815975692e+00,0.000000000000000000e+00,1.869363205237597747e-01
4.836631014063064171e+00,0.000000000000000000e+00,4.775735565464405141e+00,0.000000000000000000e+00,3.727925887755266232e-01
5.003411393858342215e+00,0.000000000000000000e+00,4.775675461160993507e+00,0.000000000000000000e+00,1.419072659146059401e+00
5.170191773653620260e+00,-0.000000000000000000e+00,4.776286889789846057e+00,0.000000000000000000e+00,1.716303328002191098e+00
5.336972153448898304e+00,0.000000000000000000e+00,4.775894746212649089e+00,0.000000000000000000e+00,1.567000912153012404e+00
5.503752533244176348e+00,0.000000000000000000e+00,4.775690463974576971e+00,0.000000000000000000e+00,2.052815426845351343e+00
5.670532913039454392e+00,0.000000000000000000e+00,4.775979644753241438e+00,0.000000000000000000e+00,1.350002802756441911e+00
5.837313292834732437e+00,0.000000000000000000e+00,4.775917631967424803e+00,0.000000000000000000e+00,1.780368720352540013e+00
6.004093672630010481e+00,0.000000000000000000e+00,4.775714309725139550e+00,0.000000000000000000e+00,1.924560984819194909e+00
6.170874052425288525e+00,0.000000000000000000e+00,4.776090569808642883e+00,0.000000000000000000e+00,9.088492466890616406e-01
6.337654432220567458e+00,0.000000000000000000e+00,4.776137311218415782e+00,0.000000000000000000e+00,1.660857468143489335e+00
6.504434812015845502e+00,-0.000000000000000000e+00,4.776535519614593994e+00,0.000000000000000000e+00,7.932847697512652729e-01
6.671215191811123546e+00,-0.000000000000000000e+00,4.776493635042162289e+00,0.000000000000000000e+00,1.891376819547772037e+00
6.837995571606401590e+00,0.000000000000000000e+00,4.776134421554893983e+00,0.000000000000000000e+00,2.254459648187566501e+00
7.004775951401679635e+00,0.000000000000000000e+00,4.775820234936269060e+00,0.000000000000000000e+00,3.315566669243869669e+00
7.171556331196957679e+00,0.000000000000000000e+00,4.775641687003879809e+00,0.000000000000000000e+00,4.710194612316588314e-01
7.338336710992234835e+00,-0.000000000000000000e+00,4.776312477048318961e+00,0.000000000000000000e+00,1.066641637328614944e+00
7.505117090787512879e+00,0.000000000000000000e+00,4.776037569439346875e+00,0.000000000000000000e+00,1.477179623859256274e+00
7.671897470582790923e+00,0.000000000000000000e+00,4.776093507827415152e+00,0.000000000000000000e+00,1.534724779259093008e+00
7.838677850378068968e+00,-0.000000000000000000e+00,4.776992117053360687e+00,0.000000000000000000e+00,1.096830707223351409e+00
8.005458230173347900e+00,-0.000000000000000000e+00,4.776340909322185801e+00,0.000000000000000000e+00,1.403432453084829890e+00
8.172238609968626832e+00,0.000000000000000000e+00,4.775567274857176692e+00,0.000000000000000000e+00,9.733658860332216056e-01
8.339018989763903988e+00,-0.000000000000000000e+00,4.776319812158768663e+00,0.000000000000000000e+00,4.526779841133937055e+00
8.505799369559182921e+00,-0.000000000000000000e+00,4.776458578030890578e+00,0.000000000000000000e+00,2.476860374500819528e+00
8.672579749354458301e+00,0.000000000000000000e+00,4.775174246173746084e+00,0.000000000000000000e+00,1.207048178996437571e+00
8.839360129149737233e+00,-0.000000000000000000e+00,4.776198015529715235e+00,0.000000000000000000e+00,7.079186511444491181e+00
9.006140508945016165e+00,0.000000000000000000e+00,4.775804736616817259e+00,0.000000000000000000e+00,1.776622932339109173e+00
9.172920888740293321e+00,-0.000000000000000000e+00,4.777052154687317476e+00,0.000000000000000000e+00,1.686530955305036050e+00
9.339701268535572254e+00,0.000000000000000000e+00,4.775210087363753964e+00,0.000000000000000000e+00,2.386399525811114586e+00
9.506481648330849410e+00,-0.000000000000000000e+00,4.776229886559790749e+00,0.000000000000000000e+00,2.559509858667993853e+00
9.673262028126128342e+00,0.000000000000000000e+00,4.775477195590433155e+00,0.000000000000000000e+00,6.280141221331044799e-01
9.840042407921405498e+00,-0.000000000000000000e+00,4.776493240783073801e+00,0.000000000000000000e+00,1.597723957558095931e+00
1.000682278771668443e+01,0.000000000000000000e+00,4.775920503491886571e+00,0.000000000000000000e+00,2.439513165354132429e+00
1.017360316751196159e+01,-0.000000000000000000e+00,4.776215167634476622e+00,0.000000000000000000e+00,1.603193787389147307e+00
1.034038354730724052e+01,0.000000000000000000e+00,4.775909827084976023e+00,0.000000000000000000e+00,1.066855959076413729e+00
1.050716392710251768e+01,-0.000000000000000000e+00,4.776198528855015724e+00,0.000000000000000000e+00,2.075793616964517252e+00
1.067394430689779661e+01,-0.000000000000000000e+00,4.776443700274325188e+00,0.000000000000000000e+00,3.075857171226210163e+00
1.084072468669307554e+01,-0.000000000000000000e+00,4.776820176063012902e+00,0.000000000000000000e+00,1.264686777890685843e+00
1.100750506648835270e+01,-0.000000000000000000e+00,4.776816588376744832e+00,0.000000000000000000e+00,4.381472838983828666e+00
1.117428544628363163e+01,-0.000000000000000000e+00,4.776461042446936922e+00,0.000000000000000000e+00,2.701132679417643345e+00
1.134106582607890878e+01,-0.000000000000000000e+00,4.776290768351430849e+00,0.000000000000000000e+00,1.575456590301896442e+00
1.150784620587418772e+01,-0.000000000000000000e+00,4.776791267114632866e+00,0.000000000000000000e+00,1.736760910629976840e+00
1.167462658566946487e+01,-0.000000000000000000e+00,4.776769542368164423e+00,0.000000000000000000e+00,3.089842098857184638e+00
1.184140696546474381e+01,-0.000000000000000000e+00,4.776588426353852945e+00,0.000000000000000000e+00,1.180375382095433689e+00
1.200818734526002096e+01,-0.000000000000000000e+00,4.776983847231509372e+00,0.000000000000000000e+00,1.819252600186221036e+00
1.217496772505529989e+01,-0.000000000000000000e+00,4.776460095578948462e+00,0.000000000000000000e+00,1.558435743892695013e+00
1.234174810485057705e+01,-0.000000000000000000e+00,4.776838186484898330e+00,0.000000000000000000e+00,2.831054813816279658e+00
1.250852848464585598e+01,-0.000000000000000000e+00,4.777261792002575724e+00,0.000000000000000000e+00,2.437029060776031653e+00
1.267530886444113492e+01,-0.000000000000000000e+00,4.777134980996415869e+00,0.000000000000000000e+00,3.911945633118211862e+00
1.284208924423641207e+01,-0.000000000000000000e+00,4.778253457599899612e+00,0.000000000000000000e+00,5.741077381998785256e+00
1.300886962403169100e+01,-0.000000000000000000e+00,4.776790122758645118e+00,0.000000000000000000e+00,3.241799975356272512e+00
1.317565000382696816e+01,-0.000000000000000000e+00,4.776873330660956540e+00,0.000000000000000000e+00,2.754436348518229050e+00
1.334243038362224709e+01,-0.000000000000000000e+00,4.777856456921662165e+00,0.000000000000000000e+00,3.919817575524448650e+00
1.350921076341752425e+01,-0.000000000000000000e+00,4.776166340148580325e+00,0.000000000000000000e+00,6.114541654072299437e+00
1.367599114321280318e+01,-0.000000000000000000e+00,4.777866233054548495e+00,0.000000000000000000e+00,5.856145009397319079e+00
1.384277152300808034e+01,-0.000000000000000000e+00,4.776348202446783375e+00,0.000000000000000000e+00,1.912484202824824120e+00
1.400955190280335927e+01,-0.000000000000000000e+00,4.776983061193175395e+00,0.000000000000000000e+00,2.880862520003382166e+00
1.417633228259863643e+01,-0.000000000000000000e+00,4.777080556696922109e+00,0.000000000000000000e+00,2.245248446506512785e+00
1.434311266239391536e+01,-0.000000000000000000e+00,4.777569349101505658e+00,0.000000000000000000e+00,2.992933116639250102e+00
1.450989304218919429e+01,-0.000000000000000000e+00,4.777970670428474342e+00,0.000000000000000000e+00,2.604711478716197348e+00
1.467667342198446967e+01,-0.000000000000000000e+00,4.777254831479989861e+00,0.000000000000000000e+00,3.051105692344656894e+00
1.484345380177974860e+01,-0.000000000000000000e+00,4.777596300576306909e+00,0.000000000000000000e+00,4.915549016020423601e+00
1.501023418157502576e+01,-0.000000000000000000e+00,4.777084446636549409e+00,0.000000000000000000e+00,3.829924052888872943e+00
1.517701456137030469e+01,-0.000000000000000000e+00,4.777238715475547792e+00,0.000000000000000000e+00,4.286999455231764067e+00
1.534379494116558185e+01,-0.000000000000000000e+00,4.777766056377315884e+00,0.000000000000000000e+00,2.806926343016737491e+00
1.551057532096086078e+01,-0.000000000000000000e+00,4.777074774897278608e+00,0.000000000000000000e+00,2.321705649544720362e+00
1.567735570075613794e+01,-0.000000000000000000e+00,4.778421467882335349e+00,0.000000000000000000e+00,7.836416782682255722e+00
1.584413608055141687e+01,-0.000000000000000000e+00,4.776578613198634748e+00,0.000000000000000000e+00,1.610659960228154830e+01
1.601091646034669580e+01,-0.000000000000000000e+00,4.777516400985638789e+00,0.000000000000000000e+00,2.304830541779067765e+00
1.617769684014197296e+01,-0.000000000000000000e+00,4.777539851589161835e+00,0.000000000000000000e+00,4.283630313313655513e+00
1.634447721993725366e+01,-0.000000000000000000e+00,4.777996698573964807e+00,0.000000000000000000e+00,6.723214469435659701e+00
1.651125759973253082e+01,-0.000000000000000000e+00,4.777755930290788378e+00,0.000000000000000000e+00,2.358676486973981135e+00
1.667803797952780798e+01,-0.000000000000000000e+00,4.778335805728969987e+00,0.000000000000000000e+00,6.612326898984710155e+00
1.684481835932308513e+01,-0.000000000000000000e+00,4.779760716730677039e+00,0.000000000000000000e+00,4.585069053719272425e+00
1.701159873911836584e+01,-0.000000000000000000e+00,4.777277779465908480e+00,0.000000000000000000e+00,2.554494700840644672e+00
1.717837911891364300e+01,-0.000000000000000000e+00,4.777595795170255677e+00,0.000000000000000000e+00,5.421880540061877696e+00
1.734515949870891660e+01,-0.000000000000000000e+00,4.778214730508520525e+00,0.000000000000000000e+00,4.816237013136872136e+00
1.751193987850419731e+01,-0.000000000000000000e+00,4.777261605820288359e+00,0.000000000000000000e+00,8.559086536753628849e+00
1.767872025829947447e+01,-0.000000000000000000e+00,4.777024191121384433e+00,0.000000000000000000e+00,4.756155526219740359e+00
1.784550063809475517e+01,-0.000000000000000000e+00,4.778314258240349055e+00,0.000000000000000000e+00,8.736256087926465241e+00
1.801228101789003233e+01,-0.000000000000000000e+00,4.777943414730821736e+00,0.000000000000000000e+00,5.184431972475341155e+00
1.817906139768530949e+01,-0.000000000000000000e+00,4.777532976233151096e+00,0.000000000000000000e+00,2.186065767388791770e+00
1.834584177748058664e+01,-0.000000000000000000e+00,4.778415991451167244e+00,0.000000000000000000e+00,5.438534343546415961e+00
1.851262215727586735e+01,-0.000000000000000000e+00,4.777544174251880271e+00,0.000000000000000000e+00,2.965530049594999440e+00
1.867940253707114451e+01,-0.000000000000000000e+00,4.778113871146509872e+00,0.000000000000000000e+00,5.009255939221515241e+00
1.884618291686642166e+01,-0.000000000000000000e+00,4.777520599379745825e+00,0.000000000000000000e+00,7.197936231560337461e+00
1.901296329666169882e+01,-0.000000000000000000e+00,4.777837180520475791e+00,0.000000000000000000e+00,4.096655818226028423e+00
1.917974367645697953e+01,-0.000000000000000000e+00,4.778663784906849621e+00,0.000000000000000000e+00,4.409128562132890394e+00
1.934652405625225668e+01,-0.000000000000000000e+00,4.778639175881401080e+00,0.000000000000000000e+00,3.947016335379766705e+00
1.951330443604753384e+01,-0.000000000000000000e+00,4.777611733536470950e+00,0.000000000000000000e+00,8.507411593750360268e+00
1.968008481584281100e+01,-0.000000000000000000e+00,4.778488944725233445e+00,0.000000000000000000e+00,3.431688233262903953e+00
1.984686519563809171e+01,-0.000000000000000000e+00,4.778384502783880272e+00,0.000000000000000000e+00,3.697379658733821906e+00
2.001364557543336886e+01,-0.000000000000000000e+00,4.778758412630814689e+00,0.000000000000000000e+00,3.384658093613607033e+00
2.018042595522864957e+01,-0.000000000000000000e+00,4.778599061877247145e+00,0.000000000000000000e+00,1.029774043509161530e+01
2.034720633502392317e+01,-0.000000000000000000e+00,4.779206602750849520e+00,0.000000000000000000e+00,3.189341251504585806e+00
2.051398671481920388e+01,-0.000000000000000000e+00,4.779170104755395165e+00,0.000000000000000000e+00,2.899446015000508581e+00
2.068076709461448104e+01,-0.000000000000000000e+00,4.779476370845665123e+00,0.000000000000000000e+00,4.928814137054247091e+00
2.084754747440976175e+01,-0.000000000000000000e+00,4.779982045600407403e+00,0.000000000000000000e+00,2.908371868868261156e+00
2.101432785420503535e+01,-0.000000000000000000e+00,4.778759219125928936e+00,0.000000000000000000e+00,4.162304475874345044e+00
2.118110823400031606e+01,-0.000000000000000000e+00,4.779734265843003982e+00,0.000000000000000000e+00,4.199869994636334702e+00
2.134788861379559322e+01,-0.000000000000000000e+00,4.779477725237238239e+00,0.000000000000000000e+00,6.130117711665806546e+00
2.151466899359087392e+01,-0.000000000000000000e+00,4.780376526824563932e+00,0.000000000000000000e+00,5.617406824107903596e+00
2.168144937338615108e+01,-0.000000000000000000e+00,4.778866339792902984e+00,0.000000000000000000e+00,3.989040035591546740e+00
2.184822975318142824e+01,-0.000000000000000000e+00,4.779127823557338672e+00,0.000000000000000000e+00,1.061167427959943588e+01
2.201501013297670539e+01,-0.000000000000000000e+00,4.780012780224187630e+00,0.000000000000000000e+00,3.570173019480470611e+00
2.218179051277198610e+01,-0.000000000000000000e+00,4.780213680981234781e+00,0.000000000000000000e+00,4.575534809768024402e+00
2.234857089256726326e+01,-0.000000000000000000e+00,4.781063851620832139e+00,0.000000000000000000e+00,5.969619558093949507e+00
2.251535127236254041e+01,-0.000000000000000000e+00,4.780381915561938477e+00,0.000000000000000000e+00,8.182563846173991351e+00
2.268213165215781757e+01,-0.000000000000000000e+00,4.780261118820543942e+00,0.000000000000000000e+00,3.443561772198684867e+00
2.284891203195309828e+01,-0.000000000000000000e+00,4.780325059002081822e+00,0.000000000000000000e+00,4.810480184279716909e+00
2.301569241174837543e+01,-0.000000000000000000e+00,4.779804693825224327e+00,0.000000000000000000e+00,4.924411305852038012e+00
2.318247279154365614e+01,-0.000000000000000000e+00,4.779621998463231769e+00,0.000000000000000000e+00,5.287483663522776212e+00
2.334925317133892975e+01,-0.000000000000000000e+00,4.780631356907733220e+00,0.000000000000000000e+00,5.931183883473608809e+00
2.351603355113420690e+01,-0.000000000000000000e+00,4.780360936794090243e+00,0.000000000000000000e+00,3.777462519170293298e+00
2.368281393092948761e+01,-0.000000000000000000e+00,4.781346458806310373e+00,0.000000000000000000e+00,7.112050147356415053e+00
2.384959431072476477e+01,-0.000000000000000000e+00,4.781388808438257421e+00,0.000000000000000000e+00,3.837109247082544083e+00
2.401637469052004192e+01,-0.000000000000000000e+00,4.780251320905662737e+00,0.000000000000000000e+00,8.437309410410582799e+00
2.418315507031531908e+01,-0.000000000000000000e+00,4.780020620795702335e+00,0.000000000000000000e+00,9.699386913629417961e+00
2.434993545011059979e+01,-0.000000000000000000e+00,4.778796791974889935e+00,0.000000000000000000e+00,7.756934158963432857e+00
2.451671582990587694e+01,-0.000000000000000000e+00,4.779921620182581599e+00,0.000000000000000000e+00,3.878279358328768023e+00
2.468349620970115410e+01,-0.000000000000000000e+00,4.780826743809928558e+00,0.000000000000000000e+00,6.969544262327876716e+00
2.485027658949643126e+01,-0.000000000000000000e+00,4.781026253712307827e+00,0.000000000000000000e+00,4.142604876271784420e+00
2.501705696929171197e+01,-0.000000000000000000e+00,4.780614038036556934e+00,0.000000000000000000e+00,8.456193858071022973e+00
2.518383734908698912e+01,-0.000000000000000000e+00,4.781584428033096579e+00,0.000000000000000000e+00,4.941507490613862075e+00
2.535061772888226983e+01,-0.000000000000000000e+00,4.781090422934831885e+00,0.000000000000000000e+00,7.614282217866450431e+00
2.551739810867754343e+01,-0.000000000000000000e+00,4.781082651256383542e+00,0.000000000000000000e+00,5.020256954004441496e+00
2.568417848847282414e+01,-0.000000000000000000e+00,4.780488893147869511e+00,0.000000000000000000e+00,3.905835964433055363e+00
2.585095886826810130e+01,-0.000000000000000000e+00,4.781585297221510267e+00,0.000000000000000000e+00,6.358429366761701118e+00
2.601773924806338201e+01,-0.000000000000000000e+00,4.780963708822133285e+00,0.000000000000000000e+00,2.295891041697687029e+01
2.618451962785865561e+01,-0.000000000000000000e+00,4.782186478217198555e+00,0.000000000000000000e+00,1.849528070794780987e+01
2.635130000765393632e+01,-0.000000000000000000e+00,4.780885362050420362e+00,0.000000000000000000e+00,8.767657742277419786e+00
2.651808038744921348e+01,-0.000000000000000000e+00,4.781617000662499173e+00,0.000000000000000000e+00,1.271702794972016726e+01
2.668486076724449418e+01,-0.000000000000000000e+00,4.780914080968717172e+00,0.000000000000000000e+00,7.433365668810965055e+00
2.685164114703977134e+01,-0.000000000000000000e+00,4.781942044750945975e+00,0.000000000000000000e+00,7.585410787450760139e+00
2.701842152683504850e+01,-0.000000000000000000e+00,4.781710450608358975e+00,0.000000000000000000e+00,9.872840990146004359e+00
2.718520190663032565e+01,-0.000000000000000000e+00,4.782808162574252897e+00,0.000000000000000000e+00,5.730650215013273652e+00
2.735198228642560636e+01,-0.000000000000000000e+00,4.781653463505125323e+00,0.000000000000000000e+00,7.509771658542396366e+00
2.751876266622088352e+01,-0.000000000000000000e+00,4.782639750652404764e+00,0.000000000000000000e+00,9.207881548756894574e+00
2.768554304601616067e+01,-0.000000000000000000e+00,4.781935359016885378e+00,0.000000000000000000e+00,1.511886798051726721e+01
2.785232342581143783e+01,-0.000000000000000000e+00,4.782502665239824147e+00,0.000000000000000000e+00,9.525762935970345069e+00
2.801910380560671854e+01,-0.000000000000000000e+00,4.783334221053631374e+00,0.000000000000000000e+00,1.011667682290747194e+01
2.818588418540199569e+01,-0.000000000000000000e+00,4.783794796340865574e+00,0.000000000000000000e+00,1.418065719222944843e+01
2.835266456519727285e+01,-0.000000000000000000e+00,4.783035433904363920e+00,0.000000000000000000e+00,9.187345812028501868e+00
2.851944494499255001e+01,-0.000000000000000000e+00,4.782901979583630059e+00,0.000000000000000000e+00,9.582870233489982681e+00
2.868622532478783071e+01,-0.000000000000000000e+00,4.783258689655638385e+00,0.000000000000000000e+00,8.242697656272136797e+00
2.885300570458310787e+01,-0.000000000000000000e+00,4.783354998277613568e+00,0.000000000000000000e+00,6.151976038323768492e+00
2.901978608437838858e+01,-0.000000000000000000e+00,4.783210571896941765e+00,0.000000000000000000e+00,6.953559943394879816e+00
2.918656646417366218e+01,-0.000000000000000000e+00,4.783125796835562937e+00,0.000000000000000000e+00,1.311760246539749275e+01
2.935334684396893934e+01,-0.000000000000000000e+00,4.785720931788637778e+00,0.000000000000000000e+00,4.584660029366979472e+00
2.952012722376422005e+01,-0.000000000000000000e+00,4.785981184889283035e+00,0.000000000000000000e+00,7.901124967708934577e+00
2.968690760355949720e+01,-0.000000000000000000e+00,4.779645352493058219e+00,0.000000000000000000e+00,1.749332994436580080e+01
2.985368798335477436e+01,-0.000000000000000000e+00,4.781932784538967418e+00,0.000000000000000000e+00,1.392455441979753950e+01
3.002046836315005152e+01,-0.000000000000000000e+00,4.782477676598031024e+00,0.000000000000000000e+00,1.624294319354295268e+01
3.018724874294533222e+01,-0.000000000000000000e+00,4.782762937365638400e+00,0.000000000000000000e+00,1.227881022867394556e+01
3.035402912274060938e+01,-0.000000000000000000e+00,4.782666583706659758e+00,0.000000000000000000e+00,5.083330558311920377e+00
3.052080950253589009e+01,-0.000000000000000000e+00,4.782791761148284415e+00,0.000000000000000000e+00,1.159652024616834431e+01
3.068758988233116369e+01,-0.000000000000000000e+00,4.783895159349285109e+00,0.000000000000000000e+00,8.802396244285406013e+00
3.085437026212644440e+01,-0.000000000000000000e+00,4.783910656057660304e+00,0.000000000000000000e+00,2.295917504207610449e+01
3.102115064192172156e+01,-0.000000000000000000e+00,4.782762863173310564e+00,0.000000000000000000e+00,6.802780016971293975e+00
3.118793102171700227e+01,-0.000000000000000000e+00,4.784749990851492996e+00,0.000000000000000000e+00,1.770672658622432749e+01
3.135471140151227587e+01,-0.000000000000000000e+00,4.782904788556577635e+00,0.000000000000000000e+00,1.485115972781052740e+01
3.152149178130755658e+01,-0.000000000000000000e+00,4.784273542525730782e+00,0.000000000000000000e+00,1.305628161185614999e+01
3.168827216110283373e+01,-0.000000000000000000e+00,4.783552964970078314e+00,0.000000000000000000e+00,1.308894472911385520e+01
3.185505254089811444e+01,-0.000000000000000000e+00,4.784572985157663716e+00,0.000000000000000000e+00,1.486903816393835243e+01
3.202183292069339160e+01,-0.000000000000000000e+00,4.786068150459743542e+00,0.000000000000000000e+00,2.312904784401536773e+01
3.218861330048866876e+01,-0.000000000000000000e+00,4.783658294392478361e+00,0.000000000000000000e+00,1.450657910101148929e+01
3.235539368028394591e+01,-0.000000000000000000e+00,4.785494418728196031e+00,0.000000000000000000e+00,1.703787456721648041e+01
3.252217406007922307e+01,-0.000000000000000000e+00,4.784406628030883901e+00,0.000000000000000000e+00,1.158297762441838863e+01
3.268895443987450733e+01,-0.000000000000000000e+00,4.784730693383622224e+00,0.000000000000000000e+00,1.234267630353330070e+01
3.285573481966977738e+01,-0.000000000000000000e+00,4.785379990139190909e+00,0.000000000000000000e+00,5.555271086607151076e+00
3.302251519946506164e+01,-0.000000000000000000e+00,4.785244552211472602e+00,0.000000000000000000e+00,1.266785421657588273e+01
3.318929557926033880e+01,-0.000000000000000000e+00,4.786997166868186326e+00,0.000000000000000000e+00,2.387584089315618741e+01
3.335607595905561595e+01,-0.000000000000000000e+00,4.785185624573618846e+00,0.000000000000000000e+00,2.281198420541180383e+01
3.352285633885089311e+01,-0.000000000000000000e+00,4.786701566760140913e+00,0.000000000000000000e+00,1.295347658930846713e+01
3.368963671864617027e+01,-0.000000000000000000e+00,4.786647317135551027e+00,0.000000000000000000e+00,1.075127801326976140e+01
3.385641709844144742e+01,-0.000000000000000000e+00,4.783925277291955602e+00,0.000000000000000000e+00,9.655868899424000062e+00
3.402319747823673168e+01,-0.000000000000000000e+00,4.786471115383232444e+00,0.000000000000000000e+00,1.483008637398684293e+01
3.418997785803200884e+01,-0.000000000000000000e+00,4.786132626988805150e+00,0.000000000000000000e+00,2.673395057251425655e+01
3.435675823782728600e+01,-0.000000000000000000e+00,4.785935087745211369e+00,0.000000000000000000e+00,1.782037232867535081e+01
3.452353861762256315e+01,-0.000000000000000000e+00,4.787204673075777350e+00,0.000000000000000000e+00,1.383994103639034456e+01
3.469031899741783320e+01,-0.000000000000000000e+00,4.786732467013709247e+00,0.000000000000000000e+00,1.985760506167322959e+01
3.485709937721311746e+01,-0.000000000000000000e+00,4.784019497171615676e+00,0.000000000000000000e+00,1.333497547279803008e+01
3.502387975700839462e+01,-0.000000000000000000e+00,4.786196440290593657e+00,0.000000000000000000e+00,1.309209396987352036e+01
3.519066013680367178e+01,-0.000000000000000000e+00,4.786933622384415443e+00,0.000000000000000000e+00,1.288697390810102661e+01
3.535744051659894893e+01,-0.000000000000000000e+00,4.787745763856036341e+00,0.000000000000000000e+00,1.141868077882236499e+01
3.552422089639423319e+01,-0.000000000000000000e+00,4.787467691643037426e+00,0.000000000000000000e+00,1.159796784946233572e+01
3.569100127618951035e+01,-0.000000000000000000e+00,4.789115595064220798e+00,0.000000000000000000e+00,8.615995025915967886e+00
3.585778165598478751e+01,-0.000000000000000000e+00,4.787036495632208677e+00,0.000000000000000000e+00,8.157532419972241655e+00
3.602456203578006466e+01,-0.000000000000000000e+00,4.788444102143325942e+00,0.000000000000000000e+00,1.651203049466557715e+01
3.619134241557534182e+01,-0.000000000000000000e+00,4.788975872593277394e+00,0.000000000000000000e+00,6.838447002495846583e+00
3.635812279537061897e+01,-0.000000000000000000e+00,4.790258556084057595e+00,0.000000000000000000e+00,1.092103134366057127e+01
3.652490317516589613e+01,-0.000000000000000000e+00,4.789170171520083841e+00,0.000000000000000000e+00,2.680516490508999183e+01
3.669168355496117329e+01,-0.000000000000000000e+00,4.788777273552167202e+00,0.000000000000000000e+00,2.127614139819811712e+01
3.685846393475645755e+01,-0.000000000000000000e+00,4.785297606788088132e+00,0.000000000000000000e+00,1.019743258134502817e+01
3.702524431455173470e+01,-0.000000000000000000e+00,4.786020772612867624e+00,0.000000000000000000e+00,1.558711920180012456e+01
3.719202469434701186e+01,-0.000000000000000000e+00,4.788561044522272603e+00,0.000000000000000000e+00,8.062648480154081199e+00
3.735880507414228902e+01,-0.000000000000000000e+00,4.786119567674397501e+00,0.000000000000000000e+00,3.141246114585271343e+01
3.752558545393757328e+01,-0.000000000000000000e+00,4.786180124414818771e+00,0.000000000000000000e+00,2.823654585576375808e+01
3.769236583373284333e+01,-0.000000000000000000e+00,4.786438821129547883e+00,0.000000000000000000e+00,1.713076197585101568e+01
3.785914621352812048e+01,-0.000000000000000000e+00,4.787944331599780945e+00,0.000000000000000000e+00,2.291663051564156106e+01
