frequency_cm-1,IR,epsilon_avg_real,epsilon_avg_imag,Raman
1.901296329666169882e+01,-0.000000000000000000e+00,5.339184429803090381e+00,0.000000000000000000e+00,2.014578299480581336e+01
1.917974367645697953e+01,-0.000000000000000000e+00,5.339328103720603735e+00,0.000000000000000000e+00,3.856969929981675538e+00
1.934652405625225668e+01,-0.000000000000000000e+00,5.340252537283144640e+00,0.000000000000000000e+00,1.037654139680639531e+01
1.951330443604753384e+01,-0.000000000000000000e+00,5.339829078647485794e+00,0.000000000000000000e+00,1.686583398449594995e+01
1.968008481584281100e+01,-0.000000000000000000e+00,5.339369654281491684e+00,0.000000000000000000e+00,7.505260731638916383e+00
1.984686519563809171e+01,-0.000000000000000000e+00,5.339613729950475118e+00,0.000000000000000000e+00,1.296791450890306585e+01
2.001364557543336886e+01,-0.000000000000000000e+00,5.338664395375570138e+00,0.000000000000000000e+00,1.673054614973926846e+01
2.018042595522864957e+01,-0.000000000000000000e+00,5.339492878024684863e+00,0.000000000000000000e+00,1.006528825867765242e+01
2.034720633502392317e+01,-0.000000000000000000e+00,5.339303626151380655e+00,0.000000000000000000e+00,2.168653065547406911e+01
2.051398671481920388e+01,-0.000000000000000000e+00,5.340457655462305553e+00,0.000000000000000000e+00,2.149477985180454098e+01
2.068076709461448104e+01,-0.000000000000000000e+00,5.339585572635026089e+00,0.000000000000000000e+00,8.517533576435766918e+00
2.084754747440976175e+01,-0.000000000000000000e+00,5.339579914202840172e+00,0.000000000000000000e+00,1.809958511393373115e+01
2.101432785420503535e+01,-0.000000000000000000e+00,5.340829670592394329e+00,0.000000000000000000e+00,2.084745820260049243e+01
2.118110823400031606e+01,-0.000000000000000000e+00,5.340522405897885072e+00,0.000000000000000000e+00,2.099708996189069055e+01
2.134788861379559322e+01,-0.000000000000000000e+00,5.339772012567439496e+00,0.000000000000000000e+00,3.414073223016975334e+01
2.151466899359087392e+01,-0.000000000000000000e+00,5.340345828598661804e+00,0.000000000000000000e+00,6.205757999563952687e+00
2.168144937338615108e+01,-0.000000000000000000e+00,5.340368307791323765e+00,0.000000000000000000e+00,1.317424239922116769e+01
2.184822975318142824e+01,-0.000000000000000000e+00,5.341004429856353930e+00,0.000000000000000000e+00,1.120783097628596892e+01
2.201501013297670539e+01,-0.000000000000000000e+00,5.339785510958954262e+00,0.000000000000000000e+00,3.899918901364392809e+01
2.218179051277198610e+01,-0.000000000000000000e+00,5.340322675193082347e+00,0.000000000000000000e+00,1.655706808231684235e+01
2.234857089256726326e+01,-0.000000000000000000e+00,5.340585946343726853e+00,0.000000000000000000e+00,5.108977906419816861e+01
2.251535127236254041e+01,-0.000000000000000000e+00,5.341449028913173969e+00,0.000000000000000000e+00,6.592774831754549147e+00
2.268213165215781757e+01,-0.000000000000000000e+00,5.340933374921540633e+00,0.000000000000000000e+00,1.854995397417274106e+01
2.284891203195309828e+01,-0.000000000000000000e+00,5.340505582151471309e+00,0.000000000000000000e+00,3.622769152366044576e+00
2.301569241174837543e+01,-0.000000000000000000e+00,5.341009408217282761e+00,0.000000000000000000e+00,7.286888041088534607e+00
2.318247279154365614e+01,-0.000000000000000000e+00,5.341704534676662952e+00,0.000000000000000000e+00,8.549686528723144718e+00
2.334925317133892975e+01,-0.000000000000000000e+00,5.341186177824368997e+00,0.000000000000000000e+00,5.302176631659348160e+00
2.351603355113420690e+01,-0.000000000000000000e+00,5.341477204929861777e+00,0.000000000000000000e+00,2.400803795882572089e+01
2.368281393092948761e+01,-0.000000000000000000e+00,5.341938505579045149e+00,0.000000000000000000e+00,4.300151826258195698e+00
2.384959431072476477e+01,-0.000000000000000000e+00,5.341373697224992334e+00,0.000000000000000000e+00,7.143598141290853576e+00
2.401637469052004192e+01,-0.000000000000000000e+00,5.341598926333625208e+00,0.000000000000000000e+00,1.646583111434760482e+01
2.418315507031531908e+01,-0.000000000000000000e+00,5.341845540033721029e+00,0.000000000000000000e+00,2.002903675397143601e+01
2.434993545011059979e+01,-0.000000000000000000e+00,5.342430481428984024e+00,0.000000000000000000e+00,1.031609426915139238e+01
2.451671582990587694e+01,-0.000000000000000000e+00,5.342777059393644556e+00,0.000000000000000000e+00,6.360195332205869967e+00
2.468349620970115410e+01,-0.000000000000000000e+00,5.342429787133326613e+00,0.000000000000000000e+00,4.053029992980524021e+00
2.485027658949643126e+01,-0.000000000000000000e+00,5.342205696597763342e+00,0.000000000000000000e+00,1.809142075676091466e+01
2.501705696929171197e+01,-0.000000000000000000e+00,5.342084650538751589e+00,0.000000000000000000e+00,2.259512647169420418e+01
2.518383734908698912e+01,-0.000000000000000000e+00,5.343330261154947358e+00,0.000000000000000000e+00,1.166843716391178809e+01
2.535061772888226983e+01,-0.000000000000000000e+00,5.342520432825714316e+00,0.000000000000000000e+00,1.855534135274319141e+01
2.551739810867754343e+01,-0.000000000000000000e+00,5.342937163253762556e+00,0.000000000000000000e+00,8.834264308163664481e+00
2.568417848847282414e+01,-0.000000000000000000e+00,5.342737523034084113e+00,0.000000000000000000e+00,6.854102296211346257e+00
2.585095886826810130e+01,-0.000000000000000000e+00,5.342594141310294198e+00,0.000000000000000000e+00,4.633074455049967177e+00
2.601773924806338201e+01,-0.000000000000000000e+00,5.343947880844324594e+00,0.000000000000000000e+00,1.311132736090165807e+01
2.618451962785865561e+01,-0.000000000000000000e+00,5.342760229483062950e+00,0.000000000000000000e+00,3.332516095224676889e+01
2.635130000765393632e+01,-0.000000000000000000e+00,5.343337645797084257e+00,0.000000000000000000e+00,2.569264980296396317e+01
2.651808038744921348e+01,-0.000000000000000000e+00,5.343560907956049100e+00,0.000000000000000000e+00,1.147135183725678864e+01
2.668486076724449418e+01,-0.000000000000000000e+00,5.345083180028010084e+00,0.000000000000000000e+00,2.709031330009150196e+01
2.685164114703977134e+01,-0.000000000000000000e+00,5.342530213096431169e+00,0.000000000000000000e+00,2.383009352857703789e+01
2.701842152683504850e+01,-0.000000000000000000e+00,5.343629918765302023e+00,0.000000000000000000e+00,2.653152534025855758e+01
2.718520190663032565e+01,-0.000000000000000000e+00,5.343324410418134995e+00,0.000000000000000000e+00,3.377237970168584269e+01
2.735198228642560636e+01,-0.000000000000000000e+00,5.343172404732894343e+00,0.000000000000000000e+00,6.601498633338326982e+00
2.751876266622088352e+01,-0.000000000000000000e+00,5.344051085739851992e+00,0.000000000000000000e+00,3.538044107671108662e+01
2.768554304601616067e+01,-0.000000000000000000e+00,5.344525410324128423e+00,0.000000000000000000e+00,1.323432508090431803e+01
2.785232342581143783e+01,-0.000000000000000000e+00,5.345515542930143305e+00,0.000000000000000000e+00,7.625431990307712127e+00
2.801910380560671854e+01,-0.000000000000000000e+00,5.344989642774980787e+00,0.000000000000000000e+00,3.240560644779851174e+01
2.818588418540199569e+01,-0.000000000000000000e+00,5.345148182057159580e+00,0.000000000000000000e+00,8.545096970189929309e+00
2.835266456519727285e+01,-0.000000000000000000e+00,5.345889065488864667e+00,0.000000000000000000e+00,3.299594069778567729e+01
2.851944494499255001e+01,-0.000000000000000000e+00,5.345598534235565857e+00,0.000000000000000000e+00,1.609028848987614424e+01
2.868622532478783071e+01,-0.000000000000000000e+00,5.343844613643100594e+00,0.000000000000000000e+00,1.293233990956299095e+01
2.885300570458310787e+01,-0.000000000000000000e+00,5.344429558146909898e+00,0.000000000000000000e+00,3.584640848439815386e+01
2.901978608437838858e+01,-0.000000000000000000e+00,5.344617307456278610e+00,0.000000000000000000e+00,1.791666970810886639e+01
2.918656646417366218e+01,-0.000000000000000000e+00,5.346462868302769955e+00,0.000000000000000000e+00,4.784334915219727691e+01
2.935334684396893934e+01,-0.000000000000000000e+00,5.345440843867508285e+00,0.000000000000000000e+00,3.117638961642225226e+01
2.952012722376422005e+01,-0.000000000000000000e+00,5.345692393635055772e+00,0.000000000000000000e+00,2.585041453640382869e+01
2.968690760355949720e+01,-0.000000000000000000e+00,5.344900360642242276e+00,0.000000000000000000e+00,2.064562157604705916e+01
2.985368798335477436e+01,-0.000000000000000000e+00,5.343615198230598828e+00,0.000000000000000000e+00,1.861388769686781330e+01
3.002046836315005152e+01,-0.000000000000000000e+00,5.346114745896488607e+00,0.000000000000000000e+00,4.126161222311930743e+01
3.018724874294533222e+01,-0.000000000000000000e+00,5.345551664873984699e+00,0.000000000000000000e+00,4.536335389953935504e+01
3.035402912274060938e+01,-0.000000000000000000e+00,5.345424677606575692e+00,0.000000000000000000e+00,3.041955231859029851e+01
3.052080950253589009e+01,-0.000000000000000000e+00,5.345896129757356618e+00,0.000000000000000000e+00,2.161497052695122889e+01
3.068758988233116369e+01,-0.000000000000000000e+00,5.346972516469705283e+00,0.000000000000000000e+00,6.731109055325049439e+01
3.085437026212644440e+01,-0.000000000000000000e+00,5.345558479347826797e+00,0.000000000000000000e+00,1.335627702566180730e+01
3.102115064192172156e+01,-0.000000000000000000e+00,5.344547598200043659e+00,0.000000000000000000e+00,1.970204005956886562e+01
3.118793102171700227e+01,-0.000000000000000000e+00,5.345989820748492605e+00,0.000000000000000000e+00,2.036713054021797475e+01
3.135471140151227587e+01,-0.000000000000000000e+00,5.346253914054815759e+00,0.000000000000000000e+00,1.830196986421242400e+01
3.152149178130755658e+01,-0.000000000000000000e+00,5.348286024618434276e+00,0.000000000000000000e+00,8.641518969902647029e+01
3.168827216110283373e+01,-0.000000000000000000e+00,5.345932957889878878e+00,0.000000000000000000e+00,5.069338991646134218e+01
3.185505254089811444e+01,-0.000000000000000000e+00,5.346358711062610070e+00,0.000000000000000000e+00,1.910587754581124997e+01
3.202183292069339160e+01,-0.000000000000000000e+00,5.346605245793445427e+00,0.000000000000000000e+00,7.476210668492472067e+00
3.218861330048866876e+01,-0.000000000000000000e+00,5.346974755145905256e+00,0.000000000000000000e+00,2.574692941469566065e+01
3.235539368028394591e+01,-0.000000000000000000e+00,5.346992311130001951e+00,0.000000000000000000e+00,8.430249011686507288e+01
3.252217406007922307e+01,-0.000000000000000000e+00,5.347169473039489418e+00,0.000000000000000000e+00,2.219799043946411388e+01
3.268895443987450733e+01,-0.000000000000000000e+00,5.349066221614634742e+00,0.000000000000000000e+00,2.674450465939915844e+01
3.285573481966977738e+01,-0.000000000000000000e+00,5.346625297600648530e+00,0.000000000000000000e+00,2.194217468208994859e+01
3.302251519946506164e+01,-0.000000000000000000e+00,5.349347123980687790e+00,0.000000000000000000e+00,7.672729993848720120e+00
3.318929557926033880e+01,-0.000000000000000000e+00,5.345933035960963586e+00,0.000000000000000000e+00,4.543186815729551853e+01
3.335607595905561595e+01,-0.000000000000000000e+00,5.348191005562565437e+00,0.000000000000000000e+00,2.822031699735071086e+01
3.352285633885089311e+01,-0.000000000000000000e+00,5.347661183679439212e+00,0.000000000000000000e+00,8.142311634382029695e+01
3.368963671864617027e+01,-0.000000000000000000e+00,5.349423287220015588e+00,0.000000000000000000e+00,2.450694466446918440e+01
3.385641709844144742e+01,-0.000000000000000000e+00,5.349598507808210002e+00,0.000000000000000000e+00,2.123521565987053350e+01
3.402319747823673168e+01,-0.000000000000000000e+00,5.346050595889480839e+00,0.000000000000000000e+00,2.846840539250764834e+01
3.418997785803200884e+01,-0.000000000000000000e+00,5.349854472828174501e+00,0.000000000000000000e+00,1.205866892760352727e+01
3.435675823782728600e+01,-0.000000000000000000e+00,5.346462569120896013e+00,0.000000000000000000e+00,4.488073864241769684e+01
3.452353861762256315e+01,-0.000000000000000000e+00,5.348641933464684861e+00,0.000000000000000000e+00,2.854287297953024805e+01
3.469031899741783320e+01,-0.000000000000000000e+00,5.349783160056368558e+00,0.000000000000000000e+00,3.037383961879359617e+01
3.485709937721311746e+01,-0.000000000000000000e+00,5.348778429606184659e+00,0.000000000000000000e+00,1.096280265697006939e+01
3.502387975700839462e+01,-0.000000000000000000e+00,5.346826837463485305e+00,0.000000000000000000e+00,1.573632819631673918e+01
3.519066013680367178e+01,-0.000000000000000000e+00,5.348866164725645689e+00,0.000000000000000000e+00,1.746592632001749124e+01
3.535744051659894893e+01,-0.000000000000000000e+00,5.349792605120540223e+00,0.000000000000000000e+00,1.932478156599740515e+01
3.552422089639423319e+01,-0.000000000000000000e+00,5.348766935073562045e+00,0.000000000000000000e+00,3.374684501438107986e+01
3.569100127618951035e+01,-0.000000000000000000e+00,5.349132453688492994e+00,0.000000000000000000e+00,1.365747402479210848e+01
3.585778165598478751e+01,-0.000000000000000000e+00,5.349242018537172960e+00,0.000000000000000000e+00,1.930124407863838698e+01
3.602456203578006466e+01,-0.000000000000000000e+00,5.349393361817484482e+00,0.000000000000000000e+00,5.543796522499980028e+01
3.619134241557534182e+01,-0.000000000000000000e+00,5.350094291404064784e+00,0.000000000000000000e+00,2.807970914786289285e+01
3.635812279537061897e+01,-0.000000000000000000e+00,5.351033142928791619e+00,0.000000000000000000e+00,4.374686345289315170e+01
3.652490317516589613e+01,-0.000000000000000000e+00,5.350337954094489312e+00,0.000000000000000000e+00,1.231227656852601804e+01
3.669168355496117329e+01,-0.000000000000000000e+00,5.351120421138168659e+00,0.000000000000000000e+00,4.702112994827398040e+01
3.685846393475645755e+01,-0.000000000000000000e+00,5.350318041052807949e+00,0.000000000000000000e+00,2.037490532793194120e+01
3.702524431455173470e+01,-0.000000000000000000e+00,5.350545372173423964e+00,0.000000000000000000e+00,6.368630737755320581e+01
3.719202469434701186e+01,-0.000000000000000000e+00,5.351203934602412282e+00,0.000000000000000000e+00,7.585222528588777102e+00
3.735880507414228902e+01,-0.000000000000000000e+00,5.352261872751495453e+00,0.000000000000000000e+00,1.601563413888578680e+01
3.752558545393757328e+01,-0.000000000000000000e+00,5.351829080828053975e+00,0.000000000000000000e+00,2.668072258363221394e+01
3.769236583373284333e+01,-0.000000000000000000e+00,5.352096989896028667e+00,0.000000000000000000e+00,9.856339466862735321e+00
3.785914621352812048e+01,-0.000000000000000000e+00,5.352923975234183729e+00,0.000000000000000000e+00,3.472243045547683238e+01
