index,nonpolar_mpid,polar_mpid,formula,split,nonpolar_split,polar_split,ref_sp_raw_x,pred_sp_raw_x,ref_sp_folded_x,pred_sp_folded_x,ref_sp_raw_y,pred_sp_raw_y,ref_sp_folded_y,pred_sp_folded_y,ref_sp_raw_z,pred_sp_raw_z,ref_sp_folded_z,pred_sp_folded_z,ref_sp_folded_norm,pred_sp_folded_norm
70,mp-766952,mp-764895,Li2V2F8,train,valid,train,-0.00011565055576560816,-1.743944080841619e-14,-0.00011565055576560816,-1.743944080841619e-14,47.7543522478692,7.905012151557528,47.75435224786919,7.905012151557528,0.00036214573207538737,2.950335309667262e-14,0.00036214573207538737,2.950335309667262e-14,47.7543522493824,7.905012151557528
71,mp-626605,mp-626587,Al8H24O24,train,train,train,-0.07996887530536737,-0.7589917986014982,-0.07996887530536737,-0.7589917986014983,-3.53628218459922e-05,-2.2733858479958237e-05,-3.53628218459922e-05,-2.273385847995824e-05,8.107915850068292,8.582336860214095,8.107915850068292,8.582336860214095,8.108310209535446,8.615832782328745
72,mp-625541,mp-625789,Sn24H16O32,train,valid,train,1.4577477222272002,1.3522080587564063,1.4577477222272002,1.3522080587564063,0.0014281073679573673,8.001538034250946e-06,0.0014281073679573673,8.001538034250946e-06,-0.584428919749339,-0.38687872654940614,-0.5844289197493391,-0.3868787265494062,1.570537367714829,1.406464284397682
73,mp-554355,mp-560030,Ca2F4,train,valid,train,-0.0009144860584510057,2.3821938535405065e-16,-0.0009144860584510057,2.3821938535405065e-16,-0.0007315888468931372,6.217937425274422e-14,-0.0007315888468931372,6.217937425274422e-14,16.50766564894777,5.008358216951899,16.50766564894777,5.008358216951899,16.50766569048929,5.008358216951899
74,mp-2998,mp-5986,BaTiO3,train,train,train,-0.005698587456928293,-8.39099063233392e-16,-0.005698587456928293,-8.39099063233392e-16,-0.0040836872636345785,2.0472417303992916e-16,-0.0040836872636345785,2.0472417303992916e-16,45.90206709541676,36.90164390311378,45.902067095416754,36.90164390311378,45.902067630800055,36.90164390311378
75,mp-7648,mp-555891,O8Si4,train,train,train,9.327221504525477e-05,3.288694056475682e-14,9.327221504525478e-05,3.288694056475682e-14,0.03637365846720436,-0.8417341449816651,0.03637365846720437,-0.8417341449816651,4.4486059853741186e-05,2.298513404148705e-14,4.448605985374121e-05,2.298513404148705e-14,0.03637380525879096,0.8417341449816651
76,mp-551886,mp-552941,Na12C3O12,train,train,train,0.053518600729052644,9.319581550523682e-05,0.053518600729052644,9.319581550523682e-05,-0.05450846409913834,-3.730360121849146e-05,-0.05450846409913834,-3.730360121849146e-05,56.23391552974898,56.85931850652966,56.23391552974898,56.85931850652967,56.23396741490169,56.85931850661828
77,mp-558351,mp-557881,O48Si24,train,train,train,-0.007063372930150884,0.49022885120771237,-0.007063372930150884,0.4902288512077124,-2.000023148537221e-12,-7.962623979430327e-15,-2.000023148537221e-12,-7.962623979430327e-15,0.013442321214552078,0.020310632987495008,0.013442321214552076,0.020310632987495008,0.015185099169435315,0.4906494149275898
78,mp-551886,mp-645295,Na8C2O8,train,train,train,-8.547130775977273,-7.254741510361107,-8.547130775977275,-7.254741510361108,-3.515329041935361e-13,-6.286098782864939e-16,-3.515329041935361e-13,-6.286098782864951e-16,-10.170934401338727,-10.921450320617431,-10.170934401338727,-10.921450320617431,13.285381104732881,13.111420651015326
79,mp-550679,mp-551176,Rb8C2O8,train,train,train,0.00019064664541387953,4.940622977548247e-10,0.00019064664541387953,4.940622977548247e-10,14.604631792628435,15.235361580462957,14.604631792628439,15.235361580462957,-0.0003424528390436419,-1.257997009044609e-08,-0.0003424528390436419,-1.257997009044609e-08,14.604631797887732,15.235361580462957
