formula,mp_source_index,mp_material_id,mp_dielectric_task_id,mp_nsites,matbench_index,matbench_n,matbench_nsites
AlAgS2,1393,mp-5782,mp-1140426,8,3420,2.3976252139704126,8
AlAgS2,1394,mp-7885,mp-1119863,4,2034,2.7693738161059644,4
AlAgSe2,1395,mp-14091,mp-1141106,8,1275,2.6408996573137724,8
AlAgTe2,1396,mp-14092,mp-1142145,8,1604,2.9595749131702456,8
AlAs,1443,mp-8881,mp-1119907,4,4146,3.0768597628101286,4
AlAs,1444,mp-2172,mp-1114869,8,1364,3.0839580087932483,2
AlAsO4,1373,mp-7849,mp-1140616,6,2005,1.5550667724141836,6
AlBiBr6,1358,mp-31268,mp-1142011,16,1218,1.852925614624973,16
AlBiO3,1383,mp-551918,mp-1115379,30,3175,2.4508482205146924,10
AlCl3,1388,mp-25469,mp-1141734,8,3972,1.6875030864228973,8
AlCuCl4,1376,mp-28020,mp-1114971,12,112,1.7202859258468248,12
AlCuO2,1397,mp-3748,mp-1140797,4,3246,2.359020983374247,4
AlCuO2,1398,mp-3098,mp-1142177,8,569,2.358862790979302,8
AlCuS2,1399,mp-4979,mp-1141352,8,4094,2.5695894613731585,8
AlCuSe2,1400,mp-8016,mp-1141064,8,2054,2.8945350805287013,8
AlCuTe2,1401,mp-8017,mp-1140760,8,2115,3.1568697576343987,8
AlF3,1386,mp-468,mp-1141875,8,4116,1.3939153489216007,8
AlF3,1387,mp-8039,mp-1142159,12,4567,1.3797342255103051,4
AlFeF5,1364,mp-28901,mp-1141561,7,169,1.459316735096724,7
AlGa3N4,1359,mp-1019508,mp-1115521,8,4599,2.3573234822569424,8
AlGaN2,1403,mp-1008556,mp-1116677,4,2562,2.2850382199575274,4
AlH3,1391,mp-23933,mp-1140611,8,1188,2.1195911555375093,8
AlHO2,1390,mp-23807,mp-1115342,8,4090,1.7855760975102684,8
AlInS3,1385,mp-504482,mp-1118134,30,528,2.326079820929052,30
AlN,1439,mp-661,mp-1119627,4,2769,2.4566915421627082,4
AlN,1440,mp-1700,mp-1114747,8,3269,2.1489383425310256,2
AlP,1441,mp-8880,mp-1119906,4,4157,2.8641860973058355,4
AlP,1442,mp-1550,mp-1114765,8,1431,2.8523700671546828,2
AlPO4,1366,mp-3955,mp-1140982,18,287,1.5054302817910026,18
AlPO4,1366,mp-3955,mp-1140982,18,1329,1.5717294084330677,18
AlPO4,1367,mp-5859,mp-1117693,72,1019,1.3566852988073503,72
AlPO4,1368,mp-545974,mp-1114744,12,1081,1.4188558771066218,12
AlPO4,1369,mp-5724,mp-1119539,12,307,1.4575808725418977,12
AlPO4,1370,mp-7848,mp-1140095,6,2450,1.4615943349643907,6
AlPS4,1371,mp-27462,mp-1114976,12,467,1.7818750423827892,12
AlSCl3O2,1361,mp-556418,mp-1140527,14,2956,1.540562667772179,14
AlSb,1445,mp-1018100,mp-1115486,4,415,3.394573161955062,4
AlSb,1446,mp-2624,mp-1114982,8,2375,3.465530262456239,2
AlTlF4,1379,mp-5606,mp-1141461,6,535,1.6448124513147389,6
AlTlSe2,1404,mp-9579,mp-1141116,8,46,2.878486292017612,8
As2Ir,279,mp-15649,mp-1142150,12,3163,4.621435563400907,12
As2O3,268,mp-1581,mp-1141091,20,3724,1.846618531261939,20
As2O3,269,mp-1582,mp-1142264,20,3725,1.8751888793754439,20
As2O3,270,mp-2184,mp-1140177,20,4586,1.6734196524884615,20
As2Os,278,mp-2455,mp-1140349,6,3366,4.570010940905941,6
As2PbO6,256,mp-20015,mp-1140167,9,1033,2.1273701292127396,9
As2Rh,276,mp-15954,mp-1140052,12,3733,5.543284225078126,12
As2Ru,277,mp-766,mp-1141798,6,55,4.852215988597375,6
As2S3,271,mp-641,mp-1140231,20,441,2.3507873149223855,20
As2Se3,273,mp-909,mp-1140433,20,328,2.842358175881428,20
As3(HO2)5,252,mp-27404,mp-1140466,18,1311,1.7291616465790585,18
As4S5,274,mp-502,mp-1140934,18,1024,2.108316864230802,18
AsCl3,258,mp-23280,mp-1141074,16,2179,1.5714164523342202,16
AsCl5,250,mp-30106,mp-1140865,12,1174,1.5938423175877008,12
AsF3,257,mp-28027,mp-1140278,16,3794,1.479076288318715,16
AsF5,249,mp-8723,mp-1141364,12,208,1.347837774610385,12
AsI3,259,mp-23218,mp-1141678,8,1037,2.4040244036453635,8
AsPO5,248,mp-14367,mp-1115816,28,2316,1.8482066082196187,28
AsPbClO2,254,mp-560394,mp-1117933,40,4416,2.1108195091006716,40
AsS,275,mp-542846,mp-1142205,16,1703,2.099047402988793,16
AsS2NF6,246,mp-8500,mp-1141136,10,708,1.5620499351777215,10
Au2O3,66,mp-27253,mp-1140341,10,39,3.0468834897317616,10
Au2S,71,mp-947,mp-1141414,6,510,2.6387197653407615,6
AuBr,68,mp-505366,mp-1141608,8,1408,2.192335132531825,8
AuBrF6,61,mp-30159,mp-1116989,16,1854,1.6489747319673116,16
AuCl,67,mp-32780,mp-1142133,8,4257,2.137599900184689,8
AuI,69,mp-27725,mp-1141420,8,290,2.1611725212640165,8
AuSe,70,mp-2793,mp-1140480,4,3548,3.280294702207918,4
B2AsP,395,mp-1008528,mp-1115410,4,2290,3.0917826573030647,4
B2O3,384,mp-306,mp-1140625,15,1623,1.6502434163884208,15
B2PdO4,381,mp-540900,mp-1118339,84,1155,2.1753906928794806,42
B2Se2O7,375,mp-558521,mp-1117833,44,2565,1.7935177724237918,44
B3H5,383,mp-29721,mp-1117897,64,3088,1.5531524930497542,32
B4PbO7,382,mp-9747,mp-1117572,24,1258,1.9688114858123584,24
B6As,400,mp-624,mp-1140307,14,460,2.770198548849521,14
B6O,398,mp-1346,mp-1142274,14,3479,2.3984022459356575,14
B6P,399,mp-28395,mp-1140494,14,4010,2.743659356890737,14
BAs,396,mp-984718,mp-1116810,4,4168,3.1305475027008707,4
BAs,397,mp-10044,mp-1114817,8,4159,3.139232868074619,2
BAsO4,373,mp-11654,mp-1115699,18,3270,1.820717807166549,18
BAsO4,374,mp-3277,mp-1141340,6,92,1.7483560850124324,6
BBr3,377,mp-23225,mp-1140954,8,1041,1.4903019828209472,8
BCl(OF2)2,369,mp-557856,mp-1140703,16,2405,1.5517731793028926,16
BCl3,376,mp-23184,mp-1141562,8,4161,1.4252485163413922,8
BI3,378,mp-23189,mp-1140875,8,1023,1.6647322106973774,8
BN,385,mp-604884,mp-1114819,4,3320,1.9618544798226027,4
BN,386,mp-2653,mp-1114983,4,3281,2.150479791426398,4
BN,387,mp-13150,mp-1141721,2,3913,1.927802894488975,2
BN,388,mp-685145,mp-1119655,8,1234,2.109719333623946,2
BN,389,mp-7991,mp-1140780,4,3319,1.8604658914727068,4
BN,390,mp-984,mp-1142083,4,4601,1.8909612194154957,4
BN,391,mp-1639,mp-1115346,8,2571,2.146197101852483,2
BP,393,mp-1008559,mp-1116671,4,4154,3.025809147980086,4
BP,394,mp-1479,mp-1141282,2,3864,3.031743392835216,2
BPO4,370,mp-11653,mp-1117390,18,4577,1.6632627573537524,18
BPO4,371,mp-3589,mp-1141172,6,3922,1.6082787900941387,6
BPS4,372,mp-27724,mp-1140580,6,4311,1.8067505823069954,6
Ba(AgS)2,3804,mp-8579,mp-1142003,5,504,2.7395852484150387,5
Ba(AlTe2)2,3742,mp-38394,mp-1114831,14,1780,2.6117797510460186,7
Ba(As3Pt2)2,3669,mp-14501,mp-1140968,22,3615,5.016007708659825,22
Ba(AuF4)2,3667,mp-28719,mp-1117408,44,1500,1.615600404390475,22
Ba(BO2)2,3729,mp-540659,mp-1140990,42,2344,1.6426604437055439,42
Ba(BS2)2,3730,mp-30126,mp-1116880,28,1044,2.1721831567956387,14
Ba(BeN)2,3821,mp-12927,mp-1140787,10,3671,2.372994943104597,10
Ba(CdP)2,3813,mp-8279,mp-1140775,5,3348,3.5981476716036367,5
Ba(CuO)2,3808,mp-7374,mp-1140666,10,173,2.4331128895580143,10
Ba(CuS)2,3809,mp-4255,mp-1140649,5,3784,3.2567044692449523,5
Ba(CuSe)2,3810,mp-4473,mp-1141279,20,3859,3.36204302966713,20
Ba(FeO2)2,3732,mp-19154,mp-1115956,28,2205,2.020501835353452,28
Ba(GaTe2)2,3735,mp-38117,mp-1141277,7,2932,2.9487870387669575,7
Ba(GeAs)2,3802,mp-27810,mp-1117238,20,4357,3.8295279082414324,20
Ba(GeP)2,3801,mp-27809,mp-1141043,20,1536,3.575844888507703,20
Ba(InTe2)2,3737,mp-33985,mp-1141808,7,1433,2.9142582818503464,7
Ba(MgAs)2,3845,mp-8280,mp-1142230,5,3355,3.0764397171622484,5
Ba(MgBi)2,3847,mp-29209,mp-1140660,5,1501,4.133848811942693,5
Ba(MgP)2,3844,mp-8278,mp-1142203,5,122,2.9011306991125627,5
Ba(MgSb)2,3846,mp-9567,mp-1140759,5,4731,3.264920928087952,5
Ba(NO2)2,3723,mp-27897,mp-1116139,28,396,1.6264896761635674,28
Ba(NbN2)2,3743,mp-1029502,mp-1119172,84,3213,2.791132386684659,84
Ba(NdS2)2,3746,mp-34459,mp-1117195,28,4293,2.748638268913051,14
Ba(NdSe2)2,3747,mp-36007,mp-1116938,28,1345,2.976920836479645,14
Ba(PO3)2,3691,mp-27457,mp-1117716,36,4532,1.6489882756809804,36
Ba(PrSe2)2,3748,mp-33606,mp-1116904,28,1000,2.9700853523089195,14
Ba(ReN2)2,3731,mp-1029619,mp-1119178,84,2567,9.538562103378057,84
Ba(SbO3)2,3693,mp-9127,mp-1141067,9,178,1.8561662102301122,9
Ba(Si3N4)2,3639,mp-567771,mp-1118722,30,1913,2.179594687092075,15
Ba(TaN2)2,3744,mp-1029616,mp-1119170,84,2025,2.556293410389348,84
Ba(VN2)2,3739,mp-1029918,mp-1118934,84,2362,3.0520186762207078,84
Ba12Cl5F19,3942,mp-560641,mp-1117670,36,3010,1.6337847675464074,36
Ba16Nb5N19,3994,mp-30001,mp-1118644,80,3469,2.6015245530265516,80
Ba2AsAu,4006,mp-861937,mp-1142209,4,4240,4.486019505084658,4
Ba2BiAu,4010,mp-862947,mp-1140815,4,4632,4.713770571421568,4
Ba2CaI6,3884,mp-753345,mp-1116925,18,289,1.8766975426708128,9
Ba2CaSi4(BO7)2,3664,mp-1019518,mp-1115523,46,1570,1.6674758369063902,46
Ba2CuGe2O7,3763,mp-22067,mp-1118418,24,275,2.1871217768260336,24
Ba2Ge2Te5,3875,mp-17885,mp-1118335,36,2899,3.349764021539428,36
Ba2H6Os,3873,mp-697044,mp-1140327,9,1946,2.105445558545743,9
Ba2H6Ru,3872,mp-697038,mp-1141038,9,889,2.1047372757662663,9
Ba2HfS4,3935,mp-9321,mp-1141119,7,131,2.596806821206896,7
Ba2In2O5,3880,mp-20546,mp-1117125,36,3797,2.1567106126382987,18
Ba2MgSi2O7,3768,mp-9338,mp-1117555,24,3514,1.7152073732739528,24
Ba2Na2O3,3937,mp-752395,mp-1118259,28,875,1.977800377523812,28
Ba2NaNb5O15,3665,mp-15983,mp-1115843,46,1867,2.3502024735470486,46
Ba2NbN3,3967,mp-17024,mp-1118568,48,2141,2.5579743287739745,24
Ba2PCl,4005,mp-27869,mp-1141518,4,1576,2.3332276642739673,4
Ba2PbO4,3925,mp-20098,mp-1141583,7,1087,2.2782106282489907,7
Ba2SbAu,4009,mp-862631,mp-1142215,4,219,4.3378687163168035,4
Ba2Si5N8,3721,mp-9711,mp-1118822,30,4407,2.228562615977692,30
Ba2SnHg,4012,mp-867912,mp-1116534,16,3053,8.96991856150323,4
Ba2SnO4,3929,mp-3359,mp-1141866,7,3952,2.0856085442862917,7
Ba2SrI6,3886,mp-752397,mp-1117289,18,1608,1.793234228984044,18
Ba2SrI6,3887,mp-756202,mp-1117231,18,3400,1.9563618445130917,18
Ba2SrI6,3888,mp-760418,mp-1119740,9,947,2.1066830959274974,9
Ba2TaN3,3968,mp-17400,mp-1118605,48,3742,2.4973437221709522,24
Ba2Ti(GeO4)2,3754,mp-6289,mp-1117867,26,4571,1.8578130512334479,52
Ba2TiOF6,3825,mp-561256,mp-1117334,40,378,1.6779550053562222,20
Ba2VN3,3965,mp-17696,mp-1118875,48,446,2.6705722857345267,24
Ba2WO3F4,3786,mp-19234,mp-1117383,40,598,1.74683981330096,20
Ba2ZnGe2S6O,3765,mp-17244,mp-1115892,24,4059,2.1759969362723526,24
Ba2ZnN2,3991,mp-9307,mp-1141216,5,1654,2.6801008644976996,5
Ba3(AlN2)2,3966,mp-17133,mp-1118604,36,3253,2.587110614823675,36
Ba3(BN2)2,3959,mp-30905,mp-1118102,36,824,2.126598300886496,36
Ba3As14,3779,mp-524,mp-1141604,34,765,3.256634254359348,34
Ba3BiN,4017,mp-567666,mp-1140405,10,3100,3.5739334073258906,10
Ba3GaN3,3996,mp-1029573,mp-1119145,14,2056,2.8935168336587687,14
Ba3MoN4,3982,mp-8863,mp-1118810,64,624,2.4005983281951466,64
Ba3NbGa3(SiO7)2,3720,mp-12881,mp-1115755,23,879,1.8991429646027216,23
Ba3P4,3995,mp-14289,mp-1141028,14,3594,3.1231394461340254,14
Ba3SbN,4016,mp-12814,mp-1141503,10,2731,3.3376638536557315,10
Ba3Si6N4O9,3722,mp-554885,mp-1117416,22,2029,1.8093495147888567,22
Ba3Ti3(BO6)2,3753,mp-11772,mp-1115713,20,2134,2.2523335306595573,20
Ba3WN4,3981,mp-14743,mp-1118548,64,788,2.3458944278604412,64
Ba3ZnB5PO14,3712,mp-1019525,mp-1115524,48,3206,1.7258846040992042,48
Ba4As2O,4014,mp-8300,mp-1141962,7,170,3.0586418554646158,7
Ba4Br6O,3977,mp-555218,mp-1117415,22,1099,1.8484147261910677,22
Ba4Cl6O,3976,mp-23063,mp-1116094,22,390,1.7502413166951216,22
Ba4LiCu(CO5)2,3885,mp-15472,mp-1117124,36,1592,1.9898938832678155,18
Ba4LiNb3O12,3858,mp-18274,mp-1118094,40,3897,2.2451711144884543,40
Ba4NaCu(CO5)2,3889,mp-6841,mp-1117127,36,978,1.9326168787423956,18
Ba4SiAs4,3998,mp-14001,mp-1118334,72,3255,3.153000158579126,72
Ba5(TiN3)2,3985,mp-28926,mp-1118617,26,2022,2.707734415829342,26
Ba5CrN5,3999,mp-29082,mp-1118641,44,742,3.848759323903397,22
Ba8P5Br,4013,mp-34034,mp-1116866,28,4686,2.949222778970758,14
BaAg(PO3)3,3642,mp-10070,mp-1115403,56,3221,1.6536999929451128,56
BaAg2GeS4,3707,mp-7394,mp-1119676,16,4106,2.569205194867341,8
BaAl2B2O7,3657,mp-9844,mp-1119927,36,1995,1.578462120757636,12
BaAl2Sb2O7,3656,mp-12885,mp-1115155,36,2719,1.8405899416581972,12
BaAl4S7,3658,mp-8258,mp-1117571,24,3664,2.209580729459777,24
BaAlSiH,3916,mp-571093,mp-1119552,4,3987,3.7896385051875368,4
BaAs2,3957,mp-31243,mp-1141144,18,2397,3.83865479910172,18
BaBPO5,3703,mp-15840,mp-1117577,24,1581,1.6891586663188236,24
BaBPO5,3703,mp-15840,mp-1117577,24,2764,1.6892300021015467,24
BaBe2Si2O7,3659,mp-12797,mp-1117563,24,1173,1.7393777623046696,24
BaBe2Si2O7,3660,mp-6383,mp-1117685,48,2512,1.738489478445776,48
BaBrF,3945,mp-23070,mp-1140398,6,4029,1.7830685161634519,6
BaCN2,3896,mp-1029375,mp-1119139,12,2558,1.7992043611922874,12
BaCO3,3784,mp-4559,mp-1114794,15,2150,1.6813642278419838,5
BaCa2I6,3698,mp-757074,mp-1116772,18,1985,1.872524499172174,9
BaCaI4,3775,mp-766325,mp-1116826,6,2914,1.8462199145056961,6
BaCaSi,3969,mp-16253,mp-1141070,12,3498,4.8027075696944115,12
BaCl2,3944,mp-568662,mp-1141644,3,678,1.7686152775547814,3
BaClF,3943,mp-23432,mp-1140958,6,3365,1.7003084033982385,6
BaCu2SnSe4,3710,mp-12364,mp-1140890,16,3606,3.3238531856850946,16
BaCuB2O5,3694,mp-551135,mp-1115007,18,4729,1.9877158582990007,9
BaCuN,3962,mp-29199,mp-1118638,36,342,3.584953509693908,18
BaCuPClO4,3709,mp-556604,mp-1118364,32,4719,1.9667517213246142,32
BaF2,3940,mp-1029,mp-1140126,3,4218,1.5636495771112642,3
BaGa4S7,3655,mp-4309,mp-1116349,24,532,2.3780759729944148,24
BaGe4O9,3640,mp-3848,mp-1116325,42,924,1.8635054780350553,42
BaGe7N10,3635,mp-1029679,mp-1119155,36,3489,2.255709718322225,36
BaGeF6,3705,mp-14006,mp-1141314,8,3563,1.514468223502889,8
BaGeN2,3901,mp-1029743,mp-1118854,64,3837,2.55305418404441,64
BaGeO3,3800,mp-13863,mp-1117262,20,847,1.7944085376524488,20
BaHBr,3953,mp-24424,mp-1116683,6,1927,1.9730725615986182,6
BaHI,3954,mp-23862,mp-1141735,6,1312,2.107291705799967,6
BaHfN2,3920,mp-10322,mp-1141326,8,2568,2.71173228767148,8
BaHgO2,3902,mp-3915,mp-1142007,4,1606,1.8871223242457513,4
BaHgS2,3903,mp-28007,mp-1116972,16,3485,2.5527847539500854,16
BaI2,3949,mp-568536,mp-1140413,9,2335,2.083934979791834,9
BaIF,3947,mp-22951,mp-1141056,6,3935,1.9103228348458103,6
BaLaAlO4,3751,mp-16934,mp-1115878,28,1896,2.028983325050586,28
BaLaGaO4,3750,mp-541280,mp-1116426,28,306,2.085543414396673,28
BaLaMgBiO6,3683,mp-41414,mp-1115305,40,1154,2.2643177780514834,10
BaLaMgNbO6,3684,mp-39288,mp-1114990,40,1235,2.273992524174167,10
BaLaMgTaO6,3685,mp-40251,mp-1114986,40,4343,2.2155525270234526,10
BaLaTaMnO6,3682,mp-41283,mp-1114964,40,3778,2.299453630756663,10
BaLi2SiO4,3718,mp-558310,mp-1117769,48,3041,1.7466739821729782,48
BaLiAs,3972,mp-10616,mp-1114885,3,4467,3.233096400253685,3
BaLiH3,3861,mp-23818,mp-1140164,5,1285,2.2318902302756745,5
BaLiLaTeO6,3687,mp-40189,mp-1115182,40,3816,2.105636483346542,10
BaLiP,3971,mp-10615,mp-1114811,3,4093,3.060416257090963,3
BaLiPrTeO6,3686,mp-41219,mp-1114984,40,2007,2.0992379569739095,10
BaLiSb,3973,mp-10485,mp-1142275,6,3582,3.231463290832813,6
BaMgF4,3769,mp-14568,mp-1141702,12,4318,1.5490857518773258,12
BaMgO2,3918,mp-756018,mp-1115298,12,4639,1.9090904466089031,12
BaMgSiO4,3745,mp-560186,mp-1117825,42,3990,1.70751495845083,42
BaMnO3,3823,mp-19156,mp-1141529,20,3124,2.2649381890020854,10
BaMnO3,3824,mp-19267,mp-1115958,30,1379,2.2523545458030103,30
BaMo4(PO8)2,3634,mp-557147,mp-1118233,46,3939,1.9990631972668262,23
BaN6,3724,mp-1707,mp-1141325,14,3649,1.7256882684888368,14
BaNa(PO3)3,3649,mp-13755,mp-1115806,56,248,1.5823539427068773,56
BaNa2O2,3866,mp-755391,mp-1117052,20,2589,1.9206211668797848,10
BaNaBi,3975,mp-31235,mp-1141715,9,65,3.968053763076638,9
BaNaP,3974,mp-9732,mp-1140311,9,3804,2.9494858874047862,9
BaNb2Bi2O9,3644,mp-555867,mp-1116480,28,4690,2.4488498660936067,28
BaNd2PtO5,3696,mp-556525,mp-1117139,18,2116,2.3796627912374477,18
BaO,4000,mp-1342,mp-1139981,8,4568,2.064945519862451,2
BaO2,3941,mp-1105,mp-1141002,3,4589,1.8761663039071308,3
BaP10,3668,mp-28035,mp-1117401,44,1358,3.106381925434583,22
BaP3,3899,mp-7808,mp-1140512,8,4179,3.165069772796126,8
BaP3Pt2,3759,mp-28373,mp-1142033,24,3976,4.431026968999399,24
BaP8,3692,mp-30275,mp-1141467,18,1283,3.3432020579079573,18
BaPbF6,3701,mp-19799,mp-1141769,8,3934,1.6135593161289798,8
BaPbO3,3788,mp-20461,mp-1141988,10,1296,2.979498727414845,10
BaPt2S3,3757,mp-29289,mp-1117612,24,2775,2.8967144606720674,24
BaS,4003,mp-1500,mp-1141093,2,3133,2.192259108773441,2
BaS2,3950,mp-684,mp-1142140,6,189,2.230919093108781,6
BaS3,3893,mp-239,mp-1115004,8,1273,2.4351209415550596,8
BaS3,3894,mp-556296,mp-1117177,16,628,2.4116733471457805,16
BaSe,4004,mp-1253,mp-1141731,2,3745,2.300869400900478,2
BaSe2,3951,mp-7547,mp-1140154,6,3227,2.8120573725782356,6
BaSe3,3895,mp-7548,mp-1140614,8,340,2.852917045177911,8
BaSeO3,3783,mp-6989,mp-1140894,10,113,1.81589940984259,10
BaSi2,3961,mp-1477,mp-1140312,24,4406,3.5132605938074106,24
BaSi3SnO9,3643,mp-18502,mp-1117840,28,1666,1.6992752376626206,28
BaSi7N10,3636,mp-29703,mp-1118616,36,2737,2.0858503461817834,36
BaSiF6,3708,mp-5588,mp-1140013,8,543,1.480138169226103,8
BaSiN2,3908,mp-3777,mp-1118673,32,2937,2.308032351015326,16
BaSn(GeO3)3,3641,mp-540635,mp-1116417,28,57,1.8015767168418597,28
BaSnF6,3706,mp-8290,mp-1140699,8,120,1.5332039438161322,8
BaSnO3,3803,mp-3163,mp-1141030,5,4101,2.338302161825969,5
BaSr2I6,3699,mp-754212,mp-1116756,18,1836,1.8216138449188402,9
BaTe2,3958,mp-2150,mp-1142305,6,3488,2.972148493375299,6
BaTe3,3900,mp-8234,mp-1119874,8,4369,3.7254402871785954,8
BaTeO3,3793,mp-5431,mp-1141206,10,2180,1.954638756053575,10
BaTeW2O9,3651,mp-18311,mp-1117918,26,2745,2.088413752109481,26
BaTiF6,3715,mp-8291,mp-1140624,8,119,1.6108441886166378,8
BaTiO3,3826,mp-5020,mp-1114764,15,1835,2.420043801256498,5
BaTiO3,3826,mp-5020,mp-1114764,15,1842,2.5469589710083667,5
BaTiO3,3826,mp-5020,mp-1114764,15,3242,2.361572922157323,5
BaV2O6,3695,mp-18929,mp-1117986,54,733,1.934959947905899,27
BaWN3,3787,mp-989622,mp-1118825,20,3120,2.841754446347068,20
BaYSi4N7,3652,mp-11670,mp-1118028,26,1653,2.3048464157075617,26
BaZn2(BO3)2,3673,mp-557974,mp-1117940,44,3452,1.7876678475973475,44
BaZnO2,3913,mp-4236,mp-1114800,12,1052,2.048316625915045,12
