mode_index,frequency_cm-1,direct_raman_activity,foundation_raman_activity,activity_ratio_foundation_over_direct,direct_frobenius_norm,foundation_frobenius_norm,frobenius_ratio_foundation_over_direct,direct_iso_derivative,foundation_iso_derivative,direct_anisotropy_sq,foundation_anisotropy_sq
24,140.24340823489734,5.114633409299077e-06,2.4774517565647396e-06,0.484385010284492,0.0006708229800749258,0.0004788264745032345,0.7137896117538389,-0.00016987947100588485,-7.20423915175535e-05,5.451395498833299e-07,3.2055671123773694e-07
25,140.4261071754467,1.6504903578118425e-05,3.1507697600413907e-06,0.19089901041400578,0.0010674454363139173,0.00048294902450000737,0.4524343896843271,-0.000579960797097249,-0.00022799484679906593,1.955642714975695e-07,1.1594221464708018e-07
26,143.42333473265123,4.0121793564200854e-05,7.522692617556971e-06,0.18749641901027034,0.0019125448961529738,0.0008411355884575713,0.4397991336828171,0.0003563809630668935,8.337656512980018e-05,4.915208710936995e-06,1.029981184997e-06
27,162.99178764010705,0.0018248502537202402,0.0003161699529868318,0.17325802615434902,0.011037334124902091,0.004601305599835626,0.416885594634152,-0.00635791391120281,-0.0026368305068424913,8.303050168943776e-07,4.700817864494954e-07
28,163.76297032022688,0.00047815707110054195,7.583557838001814e-05,0.15859972164684816,0.005649829135577288,0.0022565578393501286,0.3994028465640595,0.00325452498505574,0.0012872312784084627,2.1715593924272066e-07,1.8174028498989862e-07
29,165.38373540439378,0.0026870934792341834,0.0004476647583373031,0.16659813355837802,0.013393651898695269,0.0054820801459144666,0.40930436204994236,-0.0077148217703818895,-0.003128200639012461,1.2517295057224928e-06,1.0444275187135069e-06
30,170.55849507902315,0.00046570105754262643,7.359203599780757e-05,0.15802419772489257,0.005577783917748584,0.0022277535212365273,0.39939760200243424,-0.0032091130249722877,-0.0012614434885038772,3.2468131793157703e-07,2.837500909728785e-07
31,171.39449616237818,1.3474783831570695e-05,1.0800911172987759e-05,0.8015647084209102,0.0010026729611001873,0.0009750768183925581,0.972477424067216,0.00046496329037859496,0.0002461218840540032,5.351707240835232e-07,1.1535702845035158e-06
32,173.08945514738045,0.00016734051241633073,1.7865577139262067e-05,0.10676181685648148,0.0033422254501086286,0.0010961310419466978,0.32796442319924035,0.0019254738203422495,0.0006235972642369229,7.218399132553742e-08,5.232392584174418e-08
33,176.42946737867834,3.5995089992023975e-05,6.494471026541336e-06,0.1804265811803894,0.0015591382803092134,0.0006673773369180286,0.4280424291716268,0.0008806778589668754,0.0003669543995595455,1.5619755495319755e-07,6.213887364522002e-08
34,178.2325782149528,4.901317233806928e-06,1.6725850637985191e-06,0.3412521540662237,0.0006691706107226426,0.0003970997041349945,0.5934207177840094,0.00012157287652247994,-3.533881094382648e-05,6.051741200055959e-07,2.3091252052099443e-07
35,178.6542360012239,9.169091431353734e-06,2.460077250688353e-06,0.26830109276433994,0.0009190357140415179,0.00043648919913045223,0.47494258651925864,0.0001491982704382444,0.00018450888378374053,1.166769407967768e-06,1.3258835455826698e-07
36,180.21049405625232,2.1946046152320616e-05,3.316386633447569e-06,0.15111544970012233,0.0013032771014888985,0.0005304908022092198,0.4070437527085936,0.0005518634102367562,0.00016363271327997828,1.177307298886316e-06,3.0164024499371833e-07
37,182.36772993304876,4.8142134422491266e-05,8.879762606127553e-06,0.18444887649142255,0.001853691747264501,0.000819706065297315,0.4422019283988063,-0.0009452539120683815,-0.00036763742752003264,1.1334873285521698e-06,3.9966929871684655e-07
38,185.04703420694958,4.436687484526861e-05,3.9000565305542014e-05,0.8790469340371204,0.0020483583520241014,0.001826891205340132,0.891880663134395,0.0001518453143330619,0.0005413621233433622,6.189901409778261e-06,3.687468945564929e-06
39,187.0032243487482,7.609646143428749e-06,1.5586279100213992e-06,0.20482265280723208,0.0008088569587673887,0.0003807074220055014,0.47067335933619053,-0.00023412968171210302,-5.219438577415877e-05,7.346991842558956e-07,2.0514806917657465e-07
40,187.43093635143333,6.096211384921169e-05,1.8478732759075193e-05,0.30311830729462386,0.002238506102268354,0.001216767854381403,0.5435624469142215,0.0007863447253349717,0.00046612910616472547,4.733843233059393e-06,1.2430424709212181e-06
41,191.10708793250308,0.00018436933147233229,2.2354745004009543e-05,0.12124980236945887,0.0035839217806426958,0.0013603453558892215,0.3795689301135568,0.0019148954233083604,0.00046540149035008876,2.766032824714795e-06,1.8011157684436818e-06
42,205.04270264781735,4.00831698582013e-06,4.29706916017609e-06,1.072038258295802,0.0006174044356361085,0.0006372700301754073,1.032175982860945,-2.0799743262559883e-05,-4.935262453042988e-05,5.698355237756645e-07,5.982090700734598e-07
43,214.5032313443961,2.0033946349358045e-06,7.598285207420557e-07,0.37927051789594274,0.00040381128728330285,0.0002537345677665094,0.6283493695125373,-0.00014687543215208265,-7.879913352863237e-05,1.4751956704172257e-07,6.862998081760147e-08
44,216.83953923376257,5.933601233782094e-06,1.5065877229466866e-06,0.25390781476334284,0.0006451428461852533,0.00035261393147474406,0.5465672192751723,-0.0003403052734052281,-0.0001220362981553998,1.0317938199268239e-07,1.1948701570148187e-07
45,222.4110704843413,0.0003537151410675681,5.1978630669564514e-05,0.1469505391052382,0.0049610243839511,0.001993679091871319,0.40186843231830616,0.0026568099810349763,0.0008710865626600691,5.153767668264274e-06,2.547571383636066e-06
46,223.4548794854379,4.5930258825622666e-05,8.248752478781501e-06,0.17959298923392633,0.0017817512714882178,0.0008067398291831892,0.45277915166540345,-0.0009659600518692931,-0.0003237564680184472,5.631016920418474e-07,5.045616003587727e-07
47,224.67256345549973,6.03187902386983e-06,1.3622772187745377e-06,0.2258462434978597,0.000659208407893019,0.00036010735424210475,0.5462723926612075,0.00032987583646004737,-7.021130501068858e-06,1.6215228389430191e-07,1.9429412663806443e-07
48,228.65122049352195,1.3627562243280589e-05,2.3322577587073036e-05,1.7114269720964084,0.0010961356949015268,0.0014880145448085105,1.3575094322078334,-0.00027374912766164883,-7.384221851499302e-05,1.4650465604260676e-06,3.296743898784046e-06
49,233.1256702739856,2.29712952422088e-05,6.211613437468169e-06,0.27040762708297733,0.0012733271257913937,0.0007340066040790592,0.5764477872273883,0.0006637153877316523,0.00020268085508368117,4.497114323112589e-07,6.232906616689745e-07
50,234.10408104390407,3.77152280043375e-06,4.972102757774729e-06,1.318327641345004,0.0005323123854787417,0.0006282633855166675,1.180253179628032,0.00024286557861500727,0.00024759532413098917,1.5960811185909246e-07,3.162068219794141e-07
51,239.83662526608757,0.00011609456932278751,0.0001160157085109859,0.9993207192010649,0.003324616111221207,0.0032652585315412147,0.9821460350024627,-5.257115768560657e-05,-0.0005487777053873414,1.6567171660695613e-05,1.4637663552018157e-05
52,244.729340411885,9.37918646402947e-05,3.8262000842179056e-05,0.4079458382549418,0.002829486750821527,0.0018964829952010833,0.6702568918728633,0.0008489171434948132,0.00019191036792228408,8.766021485274572e-06,5.22923847470801e-06
53,249.41488961181102,2.9581952955359196e-05,3.778889852228677e-05,1.27743082342509,0.0015625326477584584,0.0018847599636876405,1.2062211732928816,-0.0005406522853679263,-0.00019042588812652936,2.3468903914355608e-06,5.165301096170255e-06
54,251.60129053272343,0.0001709213007511786,0.0001651297065514257,0.9661154333936172,0.004012461880418183,0.00396566360019036,0.9883367663986518,0.00037246646999814875,1.0834641769319475e-05,2.3525484791985563e-05,2.358920343223194e-05
55,263.75222535252396,9.227773669483634e-07,1.1284036994252201e-07,0.12228341741376532,0.000294758144347599,0.00010192048821870432,0.34577666528702494,-2.7905327416958652e-05,1.6707988321762457e-05,1.268193626467455e-07,1.432547294618789e-08
56,264.3581826173065,2.3266404146976525e-06,8.095218810235972e-07,0.3479359663443286,0.0004427513245916255,0.0002739752311216575,0.6188016069163887,0.0001409856028130226,-3.9783110791965136e-05,2.0459687223897724e-07,1.0547150933296248e-07
57,265.877108541604,2.86754408389799e-05,6.36751411256353e-05,2.2205461978139365,0.001647988943262626,0.00243882139291482,1.479877278840557,0.00010846794688286938,0.00030095137628379415,4.020857505919368e-06,8.514201890816478e-06
58,268.751879067541,1.759986915276123e-05,7.852060014869317e-06,0.4461430904239089,0.00123413570497639,0.0007685625553805545,0.622753682825551,-0.0003450619161441774,0.0003495851296494064,1.7488316405674455e-06,3.3608866937566634e-07
59,272.0505399122054,2.4666400042840793e-06,3.6062346151903306e-06,1.4620028090548254,0.0004777440657803567,0.0005860441347477701,1.226690558239617,-7.207320568876814e-05,-1.5746259185434042e-06,3.18983627180369e-07,5.151604342978686e-07
60,272.58500454637397,5.365469565882062e-06,1.6662484568294804e-06,0.3105503509748369,0.0006302184006014809,0.00039264594035803434,0.6230315395159722,0.0002975367546653729,5.928880650910943e-05,1.9738630698942267e-07,2.1543802012173178e-07
61,277.119363464264,1.5123703860227595e-07,6.288837772568659e-07,4.158265614488182,0.00011843562519419238,0.00021737638340441762,1.8353969343936634,-1.7113059326279156e-05,-9.915667012398248e-05,1.9722640374937455e-08,2.6634534557633315e-08
62,278.8112362470288,1.6612285021863347e-06,1.4752693419621826e-06,0.8880592525474899,0.0003543733311116784,0.0003748055267905271,1.057657261100186,0.00015931187564784585,4.198071678803335e-06,7.415945495382475e-08,2.1063946724289513e-07
63,282.69557394354234,3.4053811588272945e-07,2.2612133992093537e-05,66.40118370737812,0.00017071085462991916,0.0014659998090199577,8.58761917745694,5.058550447745169e-05,5.83741898855609e-05,3.21982741481438e-08,3.2083992028682485e-06
64,292.09593365956715,3.289430995249204e-05,7.027617619328459e-06,0.21364234815924613,0.001744105527435264,0.0008133701304430305,0.4663537370007105,0.0002658761893388946,7.751819084522715e-05,4.2447504699871875e-06,9.653156390417415e-07
65,298.4447671269425,3.1902975697421476e-06,3.245307502277762e-06,1.017242884506244,0.0005470421547576498,0.0005436556749543232,0.993809471950426,-5.9702236065994896e-05,0.0001025279823492949,4.328430721620796e-07,3.9603829712428314e-07
66,298.5328453369483,3.268757733253366e-06,9.809924143009896e-07,0.3001116920722713,0.00048607928802145347,0.00030141279762309727,0.6200897776368414,-0.00024158281360523817,-4.4779981726028595e-05,9.177946013275997e-08,1.2725090142124774e-07
67,303.6056382530948,0.0001843130312156245,8.615006759813533e-05,0.46741170187445896,0.0036568710116291906,0.002864321641801225,0.7832711716361926,-0.0018032814217387265,1.8285163751648643e-05,5.425850906594657e-06,1.230500313907589e-05
68,304.39914187887666,8.39818635034757e-06,2.7144349365275244e-06,0.3232168022105372,0.0008575847714312134,0.0005057617812245323,0.5897513552863961,-0.000223763123487671,-4.601743098057535e-05,8.778627508377756e-07,3.741632512278834e-07
69,313.58403355196805,5.609845307215103e-06,1.9473070715794743e-05,3.471231317332307,0.0007224903989003384,0.0013555451325005577,1.8762119670569406,-9.772423556708709e-05,-0.00011524317291973969,7.400134467774835e-07,2.696489459298191e-06
70,313.7863678231894,9.595065590594012e-07,2.8954954147600687e-06,3.0176921537654793,0.00027888957794630875,0.0005110104325428096,1.8323037967420508,0.00010285656818191195,0.00010667116726629604,6.906146374888395e-08,3.4049317258459055e-07
71,314.572245965001,3.3483107402953424e-06,7.027285531379266e-06,2.0987554849104044,0.0005513216061685259,0.0008180768488661291,1.4838468866682917,0.00010776443765051862,-3.478607070543186e-06,4.0367398704276846e-07,1.003820142793923e-06
72,323.5503605717909,0.00010999337672042687,4.867452035216081e-05,0.4425222845542614,0.0031615872299625737,0.0021530519574359435,0.6810034962917758,0.0006109629125842601,-5.282201168318086e-06,1.3313710156503139e-05,6.953323539706799e-06
73,325.1178096145153,1.4482156657877643e-06,1.5843898264781895e-06,1.094028923942314,0.00036100439857891125,0.0003861521630338558,1.069660548608101,-7.688944442215313e-05,-3.721623482166869e-05,1.6888232370401892e-07,2.1743752291923118e-07
74,326.2055394535923,3.0455214033518636e-05,9.242448421207695e-06,0.3034767186674692,0.0015831009840927249,0.0009367068723235135,0.5916911692530721,0.0005537764231466902,4.6778352303933346e-05,2.3793056180038918e-06,1.3062826828879291e-06
75,326.9992691742289,6.434949971263484e-06,2.0326028053117214e-06,0.3158692475293053,0.0007125257775334078,0.0004393849707974489,0.6166583506894215,-0.00028599062959822064,-2.015073457650729e-05,3.934815944934408e-07,2.877614943761347e-07
76,328.6980606250657,1.470699809186584e-06,5.825543891713308e-07,0.3961069319057915,0.0003385014977203069,0.00022814256305663026,0.6739780018496025,0.00014078497858061034,5.166816044566147e-05,8.268305006559327e-08,6.606034899979901e-08
77,343.7275696542102,6.413654035291394e-05,3.0324588434819215e-05,0.47281297475599593,0.002447525273677528,0.0016969138621866628,0.6933182183802195,0.00030277123956645724,8.149689844860752e-05,8.573053042146647e-06,4.289387133466542e-06
78,346.1971996566042,0.00033454883213202555,4.676503105742477e-05,0.13978536633769964,0.005643445567267202,0.002085909106445065,0.3696162356103226,0.00010176752359554915,0.00028275819452971973,4.772611197619727e-05,6.166740315943995e-06
79,347.3313744271834,2.0181285675282172e-05,1.062820689682911e-06,0.05266367598099276,0.0013819789363621088,0.0003157340628544766,0.22846517739670333,-9.725681144286587e-05,3.4530400984111864e-05,2.8222336776486684e-06,1.4416642900533585e-07
80,352.97186995576266,1.9143205087107495e-06,1.5289739841549047e-06,0.7987032355332354,0.0004258285085892624,0.00037332991548900556,0.8767142357983952,-2.7697254942893323e-05,-6.967337196073231e-05,2.685427573998609e-07,1.8721813427683852e-07
81,355.3266280996248,1.980613407615135e-06,1.5271330853648463e-06,0.7710404662986068,0.00041103265743653596,0.00038134546131268234,0.9277741182197005,0.00012372640967280488,-3.6239562495321564e-06,1.8453475819165875e-07,2.180774425306304e-07
82,356.0421309841476,1.0598153181247332e-05,2.3680776402577284e-05,2.234424809454416,0.0009587070316020436,0.0014699354402415556,1.5332477929000121,-0.0002649111480105641,0.00027125487789529207,1.0628781351335652e-06,2.909958858198249e-06
83,358.55643900689,9.254495483418718e-05,0.00025200740095856437,2.7230809222402894,0.0027973855701695235,0.004855853642550172,1.7358542541763038,-0.0008768044479038709,0.0005724927740739331,8.27851186290095e-06,3.389410600315076e-05
84,372.76239478381405,3.368135037179823e-05,3.056819390707699e-06,0.09075703191720032,0.0016352312904222837,0.0005193223745243295,0.3175834376250342,0.0006443225528470394,0.00012910352996035415,2.142790075281224e-06,3.2953884650537376e-07
85,373.34427154283213,0.00015719659079001185,2.2415436778284027e-05,0.14259492948054625,0.0032552402261146157,0.0012812707387926177,0.3936025146512504,-0.0018445597091428418,-0.0006193223515578902,5.840810519030327e-07,7.364612710028938e-07
86,376.4664541038435,0.00020679249845426183,0.0012310890409195085,5.953257734790605,0.0044373084174459555,0.010827248612916309,2.4400486949131883,-6.121337491597305e-05,0.0001158733016826119,2.9517697139596382e-05,0.00017578354898965446
87,377.35504558332417,8.332019500058692e-05,0.0002580275685824721,3.09681906746203,0.0027639661792160882,0.004956419621788339,1.793227304682169,0.0004796101875603753,7.867710682285534e-05,1.0424146865722929e-05,3.682128780875163e-05
88,378.6139808691934,5.780963600657983e-05,0.00028321116203748,4.899030362433786,0.002322679812411708,0.005192372143543574,2.2355092233535965,0.0002936109975282264,9.565099696814035e-05,7.704328886064488e-06,4.039992170607644e-05
89,380.1018943726283,0.00017877983060107498,0.000593491561953883,3.319678511600035,0.0041174103381753395,0.007518074673320111,1.8259231059908887,0.0002392298949308961,3.482296060471531e-05,2.5172062597540838e-05,8.47767133167922e-05
90,380.8327238552963,7.957824227837789e-05,0.00017494109220981234,2.1983533086574014,0.002514119011546006,0.004070027578725142,1.6188683033832842,0.0009891972440878583,0.0002731550974688357,5.0778912616260375e-06,2.451192505464542e-05
91,384.46448285116145,2.6597183579236532e-05,8.576764129392578e-05,3.224688848667477,0.0015246790515141997,0.002845596267863417,1.8663575557343552,-0.00040262089262554923,-0.00023487601730283933,2.757503190885686e-06,1.1897876833749117e-05
92,386.58613595660347,2.7657984973306438e-06,6.574760841582572e-06,2.3771655266745113,0.00046613595755832913,0.0007901745261727997,1.6951589195388828,-0.00018941035651180252,3.7332472760202386e-05,1.64480822200554e-07,9.302919618678522e-07
93,388.2165816282335,4.0450847357119225e-05,7.640428099475586e-05,1.8888178119044752,0.0016997900153907118,0.002685640712270845,1.5799838144440017,-0.0008655267436948518,-0.00022299105163677466,9.628146964033724e-07,1.0595236512114643e-05
94,389.6097773577103,2.3083364850072892e-05,1.005998941474798e-05,0.43581122076819806,0.001260634040174232,0.0009694290202849831,0.7690011449722541,0.0006883573536831111,0.00011930876480659158,2.5153596620574056e-07,1.3456333219375176e-06
95,391.13133405908525,2.3621272371284286e-06,1.2561579469112519e-05,5.317909751713153,0.0004705501017811569,0.001088253326584717,2.312725727750115,5.252481256527256e-05,-9.679255767003347e-05,3.19711245721809e-07,1.7342833577426738e-06
96,395.22824147894306,5.5255661123014575e-05,1.637713549988802e-05,0.2963883730108292,0.002011872386459467,0.001180300247741766,0.5866675519210648,0.0009720364601961684,0.00035998913710829267,1.8195987893190278e-06,1.5064982074670322e-06
97,399.9953038480786,3.6736031174272414e-05,4.215665166705e-05,1.1475559639815922,0.0017727617183319068,0.001939631353156126,1.0941297598535895,0.0005261916296088002,0.0004433766823012479,3.4680768251580004e-06,4.758631708381318e-06
98,402.26274645456306,1.7291340036840584e-05,3.4406357400820184e-05,1.9898028335290778,0.0011677619985917423,0.0017565469098208336,1.504199410444195,0.000469264605180338,0.0003857708409778689,1.054560414494707e-06,3.9584994317322045e-06
99,402.54634162005976,6.795961999336844e-05,4.4748944264026554e-05,0.658463721080153,0.0022610153035670707,0.0020506859497160493,0.9069757053306109,0.0010285416811173231,0.0002096132573233452,2.9077443503663175e-06,6.1102495671385605e-06
100,403.77919554165743,0.00015458449979449424,0.00016079503442309164,1.0401756620932483,0.0035448541347782715,0.0038573697626862365,1.0881603631703487,0.001295050292388818,0.0005813374629815016,1.1301787586108272e-05,2.0798162622733147e-05
101,410.2161721586271,0.0011929268232461947,0.00016028966753836658,0.13436672259760749,0.009221468126508876,0.003647077574149431,0.39549858266767823,-0.004714472139336993,-0.0012361029503989613,2.7535097625697433e-05,1.3075984979862973e-05
102,413.6842616656281,0.000124870139148633,1.3662122968348715e-05,0.10941064902703986,0.0029484197221388616,0.0010636545320951787,0.36075410977225986,0.001577427843996541,0.0003634029342162541,1.8425145732760135e-06,1.1027638287834967e-06
103,414.38119418406865,0.0007565572290269201,0.00011400242249347609,0.1506857883574854,0.007420232139190337,0.0031814906353829376,0.4287589088459553,-0.003635512664774687,-0.0007563388683832587,2.3113481988392636e-05,1.2608605817321286e-05
104,417.7624099546728,2.863241383381759e-05,1.8214853749093955e-05,0.6361620034836354,0.001644836838684058,0.0012853830910749227,0.7814654079022731,-0.00012903845592456462,0.000253370172097848,3.983303184854968e-06,2.189430537741966e-06
105,420.39442480513594,0.0007130001209741233,0.000836261875581999,1.1728776068641777,0.008236944596116362,0.008921432522583124,1.0830997366170814,0.0002115078213197711,0.00020116584358816544,0.00010156957440607838,0.0001192058327476864
106,424.3853557482325,0.0004411927280861302,0.0004105584538324255,0.9305648703989422,0.00610403970813958,0.006219609642223141,1.0189333522731596,-0.0019239248102927615,-0.0005696809220800958,3.923226109734693e-05,5.656490256403346e-05
107,426.7583325269312,0.0011698139003568494,0.00019769992543026965,0.16900117648624424,0.00892061904154832,0.003995842640309692,0.4479333353098944,-0.004975873178316344,-0.0014919279638562581,7.949253636555677e-06,1.3933816887162435e-05
108,429.8467538122302,0.0014394464607660618,0.00023463863967139307,0.16300615970566926,0.009832356255359725,0.004118680721124331,0.41889050947266,0.0056065870695683655,0.0020461629022527905,3.5606607395368923e-06,6.604774522341819e-06
109,433.2572253613565,0.0006606650622738468,8.599930456229451e-05,0.13017080737750233,0.006661380828543541,0.0026301292803565606,0.39483244511207716,0.003798031844829038,0.0009949767997559829,1.648285289821529e-06,5.921465302846418e-06
110,434.027544271707,0.0016377038778072482,0.00011938583491727518,0.07289830386011119,0.010452176559379057,0.0028614670257445267,0.27376757458013323,-0.006028327770763268,-0.0015731992116404154,3.3868153974923027e-07,1.1446893913577261e-06
111,434.79358195065913,0.0004557861243259628,4.162116077720608e-05,0.09131730554271994,0.005520046343581919,0.0017718267111332473,0.3209804050274552,0.0031721187236129675,0.0008008225811377093,4.2585006780634725e-07,1.8231292123576068e-06
112,436.8846581719455,0.00039434744596154647,0.00011969554533070302,0.303528136308444,0.005181285442766173,0.003281701229703602,0.6333758805520615,0.002886333033678875,0.0007000071025990243,2.7794455432544434e-06,1.394929969495634e-05
113,438.34013337020974,0.03103842910929143,0.002266744066351021,0.07303024448722714,0.04549812316814337,0.012327761746016078,0.27095099506538906,0.026250357860198026,0.0070501910394519625,4.2530226872453e-06,4.287192882346756e-06
114,439.54653407469306,0.004652041281874841,0.0003872528719887288,0.08324364478396465,0.01761653471601689,0.005119091312184233,0.2905844648056677,-0.010159641216208973,-0.0028816066176210833,1.0310497115278044e-06,1.9411886494908488e-06
115,440.1233602638659,0.006636162536405318,0.0004347175962345309,0.06550737626598416,0.021041030741709512,0.005417718334948737,0.2574835045608876,-0.01213367002686964,-0.003061409027903158,1.5706945660510249e-06,1.8524943726882615e-06
116,445.6818932964832,0.0006093736791500585,2.4372863129126917e-05,0.039996580034637644,0.006505425709695549,0.0014315724141168928,0.2200582218598404,0.0034961117097394765,0.00045980411063295534,8.478258605153089e-06,2.1227101745933685e-06
117,445.7396614419252,0.00014917203944518444,2.471048897009564e-05,0.16565094277722126,0.0033867373672985725,0.0015301797073937102,0.45181528457704306,-0.001458998756049823,-9.632684808654386e-05,7.625936826887508e-06,3.470420027898954e-06
118,448.16623716688315,7.114203023532053e-05,5.123477225468977e-06,0.07201758522383689,0.0021930894461243407,0.0006577702267981464,0.2999285906740226,0.001236506320510718,0.00020736971406735508,3.341965150696534e-07,4.554826144874328e-07
119,448.2303859068962,0.00024839967024818405,4.218899841595396e-05,0.16984321425951002,0.004075187006872653,0.001780755783504365,0.43697523095288293,-0.0023416455794678104,-0.0008116075146535895,2.3585562219040903e-07,1.7924563304365739e-06
120,460.4309964669413,5.264038642341751e-06,1.3997883095696771e-05,2.659152800115027,0.0007075125381459306,0.0011546060313203268,1.6319230671812905,2.436106515328144e-05,-3.5970801263533283e-06,7.481904107212345e-07,1.999614405907454e-06
121,473.53261008289195,0.0020495490969088086,9.077609403557326e-05,0.04429076335496646,0.011777603502320896,0.0027735917707705335,0.23549712555902982,-0.0066280754270560864,-0.0008607307520365944,1.0376688986470863e-05,8.20535854257237e-06
122,503.27345961624235,0.00015480860007617702,1.681133917940922e-05,0.10859434922308468,0.0033411917537526153,0.0012636051131239758,0.37818994127013944,-0.001668692003959545,5.8380247371185114e-05,4.214944984663362e-06,2.3797096830955406e-06
